issue_number,repository,title,description,labels,created_at,comments,reactions,url
33,nomic-ai/gpt4all,SIGSEGV if Embed4All is called too many times,"### System Info

- Macbook Pro M1 16GB RAM
- Python 3.11.6
- gpt4all==2.0.1

### Information

- [ ] The official example notebooks/scripts
- [X] My own modified scripts

### Reproduction

## Description
I've chunked my document up where each chunk is no more than 500 words with a total of ~300 chunks. I am then looping over each chunk and using the default Embed4All() embedder. However, when it gets to about 30 chunks in, I get a python segmentation fault (which I understand is likely due to running out of memory). I can see my RAM usage increase throughout this process. It seems to me that the C/C++ running under the hood is holding onto the memory even after the embedding is complete? I have ran the exact same using OpenAI without error so I don't think the resultant embeddings are taking up the memory. I also know it's not a specific chunk as I've run the embeddings from different starting points.

I've tried using `device=""gpu""` with no difference and I've also tried using a different embedder model.

## Snippet
```python
def get_embedding(text: str) -> list[float]:
    embedder = Embed4All(device=""cpu"", verbose=True)
    output = embedder.embed(text)
    return output
```

## Error
`18392 segmentation fault`

### Apple error report
```
Crashed Thread:        0  Dispatch queue: com.apple.main-thread

Exception Type:        EXC_BAD_ACCESS (SIGSEGV)
Exception Codes:       KERN_INVALID_ADDRESS at 0x0000000000000011
Exception Codes:       0x0000000000000001, 0x0000000000000011

Termination Reason:    Namespace SIGNAL, Code 11 Segmentation fault: 11
Terminating Process:   exc handler [59316]

VM Region Info: 0x11 is not in any region.  Bytes before following region: 4368498671
      REGION TYPE                    START - END         [ VSIZE] PRT/MAX SHRMOD  REGION DETAIL
      UNUSED SPACE AT START
--->  
      __TEXT                      104620000-104624000    [   16K] r-x/r-x SM=COW  .../MacOS/Python

Thread 0 Crashed::  Dispatch queue: com.apple.main-thread
0   libbert-default.dylib         	       0x127f0cf20 ggml_new_tensor_impl + 296
1   libbert-default.dylib         	       0x127f0d244 ggml_new_tensor_1d + 36
2   libbert-default.dylib         	       0x127ef1118 bert_eval(bert_ctx*, int, int const*, int, float*) + 288
3   libbert-default.dylib         	       0x127ef27d8 bert_load_from_file(char const*) + 4008
4   libbert-default.dylib         	       0x127ef2db8 Bert::loadModel(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>> const&) + 36
5   libllmodel.dylib              	       0x127707904 llmodel_loadModel + 148
6   libffi.dylib                  	       0x19bd8f050 ffi_call_SYSV + 80
7   libffi.dylib                  	       0x19bd97adc ffi_call_int + 1208
8   _ctypes.cpython-311-darwin.so 	       0x1064c8874 _ctypes_callproc + 788
9   _ctypes.cpython-311-darwin.so 	       0x1064c34c4 PyCFuncPtr_call + 220
10  Python                        	       0x104f93e8c _PyObject_MakeTpCall + 128
11  Python                        	       0x105071e6c _PyEval_EvalFrameDefault + 42120
12  Python                        	       0x105076554 _PyEval_Vector + 116
13  Python                        	       0x104f941a8 _PyObject_FastCallDictTstate + 208
14  Python                        	       0x104ffe0e8 slot_tp_init + 188
15  Python                        	       0x104ff6598 type_call + 136
16  Python                        	       0x104f94ca4 _PyObject_Call + 124
17  Python                        	       0x105073cac _PyEval_EvalFrameDefault + 49864
18  Python                        	       0x105076554 _PyEval_Vector + 116
19  Python                        	       0x104f941a8 _PyObject_FastCallDictTstate + 208
20  Python                        	       0x104ffe0e8 slot_tp_init + 188
21  Python                        	       0x104ff6598 type_call + 136
22  Python                        	       0x104f93e8c _PyObject_MakeTpCall + 128
23  Python                        	       0x105071e6c _PyEval_EvalFrameDefault + 42120
24  Python                        	       0x105066da0 PyEval_EvalCode + 168
25  Python                        	       0x1050bd7a0 run_eval_code_obj + 84
26  Python                        	       0x1050bd704 run_mod + 112
27  Python                        	       0x1050bd544 pyrun_file + 148
28  Python                        	       0x1050bcf94 _PyRun_SimpleFileObject + 268
29  Python                        	       0x1050bc92c _PyRun_AnyFileObject + 216
30  Python                        	       0x1050d950c pymain_run_file_obj + 220
31  Python                        	       0x1050d8e4c pymain_run_file + 72
32  Python                        	       0x1050d872c Py_RunMain + 704
33  Python                        	       0x1050d9868 Py_BytesMain + 40
34  dyld                          	       0x18af31058 start + 2224
```

### Expected behavior

The embedder can run many times without crashing in a single program.","['bug', 'python-bindings']",2023-10-27T22:01:29Z,2,0,https://github.com/nomic-ai/gpt4all/issues/1583
34,nomic-ai/gpt4all,Vulkan backend can cause desktop UI to freeze/crash,"When attempting to run GPT4All with the vulkan backend on a system where the GPU you're using is also being used by the desktop - this is confirmed on Windows with an integrated GPU - this can result in the desktop GUI freezing and the gpt4all instance not running.

I believe the problem is contention in GPU memory between what the desktop is trying to use and what we are trying to allocate with vulkan.

I can reproduce this on my old Windows 10 laptop with the integrated AMD Vega GPU consistently

Not sure how to fix at this time :(

### Reproduction

Reproduced with old Windows 10 laptop trying to use the integrated AMD Vega gpu. More system details to come.

### Expected behavior

We should detect this case ahead of time and fallback to CPU.","['bug', 'backend', 'chat', 'vulkan']",2023-10-25T14:02:04Z,1,0,https://github.com/nomic-ai/gpt4all/issues/1572
35,nomic-ai/gpt4all,"Deleting chat causes GUI to become unresponsive, loading model never stops.","### System Info

GPT4ALL 2.4.19, Windows 10, Python 3.12

### Information

- [X] The official example notebooks/scripts
- [ ] My own modified scripts

### Related Components

- [ ] backend
- [ ] bindings
- [ ] python-bindings
- [X] chat-ui
- [ ] models
- [ ] circleci
- [ ] docker
- [ ] api

### Reproduction

1. Open GPT4ALL. Have an existing chat or create a new chat. Let's call it chat **A**.
2. If you only have one chat, send a message, otherwise it is not possible to create a new chat.
3. Create a new chat. Let's call it chat **B**
4. While chat **B** is still loading the language model and you have not written anything in chat **B** yet, left-click on chat **A** and try to delete it.

### Result:

GUI unresponsive, loading model never stops. Have to force close.


### Additional info:

I have save chats to disk enabled. Have not tested, if behaviour changes without it.

### Expected behavior

- chat **A** will be deleted.
- chat **B** continues to load the model
- after chat **A** has been deleted, the GUI should automatically switch back to another model.","['bug', 'chat']",2023-10-05T22:11:31Z,3,2,https://github.com/nomic-ai/gpt4all/issues/1472
36,nomic-ai/gpt4all,Invalid model file / ValueError: Unable to instantiate model on python module 1.0.9+,"### System Info

Ubuntu Server 22.04

### Information

- [X] The official example notebooks/scripts
- [ ] My own modified scripts

### Related Components

- [ ] backend
- [ ] bindings
- [X] python-bindings
- [ ] chat-ui
- [ ] models
- [ ] circleci
- [ ] docker
- [ ] api

### Reproduction

from gpt4all import GPT4All
model = GPT4All(""orca-mini-3b.ggmlv3.q4_0.bin"")
output = model.generate(""The capital of France is "", max_tokens=3)
print(output)

### Expected behavior

Hello! I have a problem. when installing gpt4all 1.0.8 or any other version, it fails. I tried to fix it, but it didn't work out

Model downloaded at:  /root/model/gpt4all/orca-mini-3b.ggmlv3.q4_0.bin
Invalid model file
Traceback (most recent call last):
  File ""/root/test.py"", line 8, in <module>
    model = GPT4All(""orca-mini-3b.ggmlv3.q4_0.bin"")
  File ""/usr/local/lib/python3.10/dist-packages/gpt4all/gpt4all.py"", line 90, in __init__
    self.model.load_model(self.config[""path""])
  File ""/usr/local/lib/python3.10/dist-packages/gpt4all/pyllmodel.py"", line 192, in load_model
    raise ValueError(""Unable to instantiate model"")
ValueError: Unable to instantiate model
","['bug', 'backend']",2023-09-03T14:59:17Z,10,0,https://github.com/nomic-ai/gpt4all/issues/1394
37,nomic-ai/gpt4all,Application crashes on startup if model dir is in Windows network drive,"### System Info

I had changed the target dir for LLM's to a network share drive. Since, gpt4all rejects the setting, exits. Upon opening, rejects, exits. Uninstall/reinstall, no effect. Can't find anywhere to mod any config to change it locally. Attempted building from source but QT whines about compiler identities when everything in the env is intact. Frustrating, really want to get gpt4all working again.

Seen code updates that look like they address this bug. Can we get an updated Windows app release? Thanks!

### Information

- [X] The official example notebooks/scripts
- [ ] My own modified scripts

### Related Components

- [ ] backend
- [ ] bindings
- [ ] python-bindings
- [X] chat-ui
- [ ] models
- [ ] circleci
- [ ] docker
- [ ] api

### Reproduction

Exactly as above.

### Expected behavior

Not exiting immediately and let me, the user, mod the configs/prefs? Seems reasonable.","['bug', 'chat']",2023-08-22T14:05:41Z,7,0,https://github.com/nomic-ai/gpt4all/issues/1364
38,nomic-ai/gpt4all,Mac Ventura Chat UI opens but shows blank window,"### System Info

GPT4all 2.4.14
![Screenshot 2023-08-22 at 7 04 03 AM](https://github.com/nomic-ai/gpt4all/assets/11655138/8a181516-bdb6-4e3d-8b4a-c937537f1523)
Macbook Air 2014, Inteal HD Graphics 5000, Ventura 13.2.1
![Screenshot 2023-08-22 at 7 05 30 AM](https://github.com/nomic-ai/gpt4all/assets/11655138/20ddc2d8-704d-4719-9f19-3f3e7268cd9b)


### Information

- [X] The official example notebooks/scripts
- [ ] My own modified scripts

### Related Components

- [ ] backend
- [ ] bindings
- [ ] python-bindings
- [X] chat-ui
- [ ] models
- [ ] circleci
- [ ] docker
- [ ] api

### Reproduction

Download darwin installer from website
Install 
Open gpt4all

### Expected behavior

UI is displayed, but it's not","['bug', 'chat']",2023-08-22T05:09:38Z,3,0,https://github.com/nomic-ai/gpt4all/issues/1363
39,nomic-ai/gpt4all,LocalDocs Plugin no longer working ,"### System Info

GPT4all version v2.4.14

The localdocs plugin is no longer processing or analyzing my pdf files which I place in the referenced folder. I've tried creating new folders and adding them to the folder path, I've reused previously working folders, and I've reinstalled GPT4all a couple times. I've tried this on two pc's (win10 and win11) and with 4-5 models (Falcon, Wizard 1.1 and 1.2, LLama7B and LLama13B). I've also tried different advanced settings. 

Previously, the LocalDocs plugin worked fine. after entering a prompt, gpt4all used to show ""generating response""...""processing localdocsfolder""...""processing"". now it skips the middle step, and I don't get any references or accurate responses based on the provided documents. 

### Information

- [ ] The official example notebooks/scripts
- [ ] My own modified scripts

### Related Components

- [ ] backend
- [ ] bindings
- [ ] python-bindings
- [ ] chat-ui
- [ ] models
- [ ] circleci
- [ ] docker
- [ ] api

### Reproduction

steps to reproduce the behaviour:

1. create a folder in winexplorer and add to it files (pdf, word) with information
2. reference this localdocs folder in settings
3. ask a specific question of which you know the answer should be clearly formulated in the attached files.

### Expected behavior

a concise answer from the LLM with accurate reference to the local files.","['bug', 'chat']",2023-08-21T15:18:53Z,16,0,https://github.com/nomic-ai/gpt4all/issues/1362
40,nomic-ai/gpt4all,Issue: <LocalDocs Beta Plugin's reference context cannot be click and show again in specific condition >,"### Issue you'd like to raise.

I have try LocalDocs Beta Plugin by some PDF file. After generate the content. It is will show 3 reference source with which page of PDF file and  left the ward  “context” at each end. Click on the ward “context” will show what sentence and wards have been found in PDF file for the reply.


![螢幕擷取畫面 2023-08-08 211819](https://github.com/nomic-ai/gpt4all/assets/141255885/cea157a2-86a7-482f-9d5c-d7aa564bcfb6)

However after generate series of content, when I want to look back the previous content by scroll up for a few column. I find the function of clicking on the ward “context” cannot work again in some early reply. It cannot show the sentence and wards it has found in PDF file again.



### Suggestion:

Please fix the issue in LocalDocs Beta Plugin. 

Beside the bug, I suggest to add the function of forcing LocalDocs Beta Plugin to find the content in PDF file. Not just passively check if the prompt is related to the content in PDF file.

The function of copy the whole conversation is not include the content of 3 reference source generated by LocalDocs Beta Plugin. It is better to add it in the future.","['bug', 'enhancement', 'chat']",2023-08-08T13:48:40Z,1,0,https://github.com/nomic-ai/gpt4all/issues/1325
41,nomic-ai/gpt4all,pydantic.error_wrappers.ValidationError: 3 validation errors for ChatCompletionResponse,"### System Info

Platform : Ubuntu
Python 3.10

### Information

- [X] The official example notebooks/scripts
- [ ] My own modified scripts

### Related Components

- [ ] backend
- [ ] bindings
- [ ] python-bindings
- [ ] chat-ui
- [ ] models
- [ ] circleci
- [ ] docker
- [X] api

### Reproduction

parameters body to `/v1/chat/completions` endpoint
```
{
  ""model"": ""ggml-llama-2-7b-chat-q4_0.bin"",
  ""messages"": [
    {
      ""role"": ""user"",
      ""content"": ""what is AI?""
    }
  ]
}
```
Throw following error
```
gpt4all_api    | INFO:     172.20.0.1:47342 - ""POST /v1/chat/completions HTTP/1.1"" 500 Internal Server Error
gpt4all_api    | ERROR:    Exception in ASGI application
gpt4all_api    | Traceback (most recent call last):
gpt4all_api    |   File ""/usr/local/lib/python3.11/site-packages/uvicorn/protocols/http/httptools_impl.py"", line 436, in run_asgi
gpt4all_api    |     result = await app(  # type: ignore[func-returns-value]
gpt4all_api    |              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
gpt4all_api    |   File ""/usr/local/lib/python3.11/site-packages/uvicorn/middleware/proxy_headers.py"", line 78, in __call__
gpt4all_api    |     return await self.app(scope, receive, send)
gpt4all_api    |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
gpt4all_api    |   File ""/usr/local/lib/python3.11/site-packages/fastapi/applications.py"", line 289, in __call__
gpt4all_api    |     await super().__call__(scope, receive, send)
gpt4all_api    |   File ""/usr/local/lib/python3.11/site-packages/starlette/applications.py"", line 122, in __call__
gpt4all_api    |     await self.middleware_stack(scope, receive, send)
gpt4all_api    |   File ""/usr/local/lib/python3.11/site-packages/starlette/middleware/errors.py"", line 184, in __call__
gpt4all_api    |     raise exc
gpt4all_api    |   File ""/usr/local/lib/python3.11/site-packages/starlette/middleware/errors.py"", line 162, in __call__
gpt4all_api    |     await self.app(scope, receive, _send)
gpt4all_api    |   File ""/usr/local/lib/python3.11/site-packages/starlette/middleware/cors.py"", line 91, in __call__
gpt4all_api    |     await self.simple_response(scope, receive, send, request_headers=headers)
gpt4all_api    |   File ""/usr/local/lib/python3.11/site-packages/starlette/middleware/cors.py"", line 146, in simple_response
gpt4all_api    |     await self.app(scope, receive, send)
gpt4all_api    |   File ""/usr/local/lib/python3.11/site-packages/starlette/middleware/exceptions.py"", line 79, in __call__
gpt4all_api    |     raise exc
gpt4all_api    |   File ""/usr/local/lib/python3.11/site-packages/starlette/middleware/exceptions.py"", line 68, in __call__
gpt4all_api    |     await self.app(scope, receive, sender)
gpt4all_api    |   File ""/usr/local/lib/python3.11/site-packages/fastapi/middleware/asyncexitstack.py"", line 20, in __call__
gpt4all_api    |     raise e
gpt4all_api    |   File ""/usr/local/lib/python3.11/site-packages/fastapi/middleware/asyncexitstack.py"", line 17, in __call__
gpt4all_api    |     await self.app(scope, receive, send)
gpt4all_api    |   File ""/usr/local/lib/python3.11/site-packages/starlette/routing.py"", line 718, in __call__
gpt4all_api    |     await route.handle(scope, receive, send)
gpt4all_api    |   File ""/usr/local/lib/python3.11/site-packages/starlette/routing.py"", line 276, in handle
gpt4all_api    |     await self.app(scope, receive, send)
gpt4all_api    |   File ""/usr/local/lib/python3.11/site-packages/starlette/routing.py"", line 66, in app
gpt4all_api    |     response = await func(request)
gpt4all_api    |                ^^^^^^^^^^^^^^^^^^^
gpt4all_api    |   File ""/usr/local/lib/python3.11/site-packages/fastapi/routing.py"", line 273, in app
gpt4all_api    |     raw_response = await run_endpoint_function(
gpt4all_api    |                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
gpt4all_api    |   File ""/usr/local/lib/python3.11/site-packages/fastapi/routing.py"", line 190, in run_endpoint_function
gpt4all_api    |     return await dependant.call(**values)
gpt4all_api    |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
gpt4all_api    |   File ""/app/api_v1/routes/chat.py"", line 55, in chat_completion
gpt4all_api    |     return ChatCompletionResponse(
gpt4all_api    |            ^^^^^^^^^^^^^^^^^^^^^^^
gpt4all_api    |   File ""pydantic/main.py"", line 341, in pydantic.main.BaseModel.__init__
gpt4all_api    | pydantic.error_wrappers.ValidationError: 3 validation errors for ChatCompletionResponse
gpt4all_api    | choices -> 0 -> message
gpt4all_api    |   field required (type=value_error.missing)
gpt4all_api    | choices -> 0 -> index
gpt4all_api    |   field required (type=value_error.missing)
gpt4all_api    | choices -> 0 -> finish_reason
gpt4all_api    |   field required (type=value_error.missing)
```

where as following parameter to `/v1/completions/` work with very poor results. 
```
{
  ""model"": ""ggml-llama-2-7b-chat-q4_0.bin"",
  ""prompt"": [
    ""What is AI""
  ],
  ""max_tokens"": 100,
  ""temperature"": 0.18,
  ""top_p"": 1,
  ""top_k"": 50,
  ""n"": 1,
  ""stream"": false,
  ""repeat_penalty"": 1.18
}
```

### Expected behavior

Expecting it not give error","['bug', 'chat']",2023-08-05T17:45:41Z,5,6,https://github.com/nomic-ai/gpt4all/issues/1317
42,nomic-ai/gpt4all,"Issue: Broken AVX512 instructions of Xeon Phi KNL 7200 Series Processors, assumes support for ALL AVX512 instructions, and breaks during compilation.","### Issue you'd like to raise.

Runs extremely slow on Xeon Phi 7210 and 7295 CPUs. Doesn't appear to take advantage of the AVX512 instruction support specific to the Knights Landing architecture, and breaks when building with those enabled with -native and -m64 compiler flags.

This breaks the compile, as it's assumed that these processors support the ""other"" AVX512 instructions.

A really good white-paper for this is here: https://colfaxresearch.com/knl-avx512/

""Features common to Knights Landing and future Intel Xeon processors include AVX512-F and
AVX512-CD. If it is desirable to maintain binary compatibility between the Knights Landing processor and a future Intel Xeon processor, these are the subsets to use.
• All AVX-512 features of the Knights Landing processors include, in addition to AVX512-F and
AVX512-CD, the AVX512-ER, and AVX512-PF subsets. If it is not necessary to maintain binary
compatibility between the Knights Landing processor and a future Intel Xeon processor, then the
additional AVX512-ER and AVX512-PF instructions can be leveraged to vectorize previously unvectorizable code.
• All AVX-512 features of the future Intel Xeon processors include, in addition to AVX512-F and
AVX512-CD, the AVX512-BW, AVX512-DQ, AVX512-VL, AVX512-IFMA, and AVX512-VBMI
subsets. Since these instructions are not available on the Knights Landing processors, they are out
of the scope of this document"" -- Colfax Research

If we can remove the non-Xeon Phi KNL AVX512 instructions from the GPT4all source, I believe it should compile properly - these changes should help:

**Ensure only THESE are present:**
`AVX512-F , AVX512-CD, AVX512-ER, and AVX512-PF`

**Remove these:**
`AVX512-BW, AVX512-DQ, AVX512-VL, AVX512-IFMA, and AVX512-VBMI`

If someone wanted to build a really fast and cheap system for running an LLM, getting this fixed work do that, as 7210s are available for around $500-600 USD on eBay all the time.

### Suggestion:

Could you please suggest a better way to compile the chat binary so that it will use all 288 cores correctly without the present slowness?

In Linux this is running extremely slow, even when compiled from source, I've only been able to get a maximum of 10 tickets/sec which is initially that rate, then drags down to less that 0.2 tickets per second.","['bug', 'backend']",2023-08-01T20:05:49Z,0,0,https://github.com/nomic-ai/gpt4all/issues/1305
43,nomic-ai/gpt4all,ThumbsDown feedback window width too small. ,"### System Info

GTP4All v2.4.13  (Linux)
GPT4All v2.4.13  (Windows)



Using Chat GUI,  when I want to provide some feedback to the answer,  I press ""Thumbs Down"" icon.
Then small feedback window is open.  But the width of the input area width is too small.  
It is only 15 characters.  
Even thouth I make main chat GUI window width to wider,  still the ""Thums Down"" feedback window 
width is always fixed width.  
![small-window](https://github.com/nomic-ai/gpt4all/assets/107643/a2846605-b10e-420e-9267-ef8acc1b302a)

This symptom started some versions ago.  
This symptom can be reproduce on Linux and windows vresion of Chat GUI.   (I don't have Mac.)


### Information

- [ ] The official example notebooks/scripts
- [ ] My own modified scripts

### Related Components

- [ ] backend
- [ ] bindings
- [ ] python-bindings
- [X] chat-ui
- [ ] models
- [ ] circleci
- [ ] docker
- [ ] api

### Reproduction

1. Open a Chat GUI 
2. Post a question,  and wait for the answer.
3. Press ""ThumbsDown"" icon.    
4. See popup feedback widow size.

### Expected behavior

The feedback window input area width should be adjustable in configuration or  automatically resize according to the main chat window width.   Short term solution would be enlarge the  input area width in fixed size.  
","['bug', 'chat']",2023-07-23T05:43:02Z,2,0,https://github.com/nomic-ai/gpt4all/issues/1250
44,nomic-ai/gpt4all,Model download mechanism needs some improvement. Specific suggestions,"### System Info

* GPT4All version: 2.4.13
* OS: Linux Mint  21.1 Cinnamon. Base: Ubuntu 22.04
* Python 3.9.17, installed via PyEnv


### Information

- [ ] The official example notebooks/scripts
- [ ] My own modified scripts

### Related Components

- [ ] backend
- [ ] bindings
- [ ] python-bindings
- [ ] chat-ui
- [X] models
- [ ] circleci
- [ ] docker
- [ ] api

### Reproduction

1. Open the desktop app for GPT4All.
2. Click the hamburger menu icon on the top left.
3. Click the ""downloads"" button.
4. Click the ""install"" button for the ""Wizard v1.1"" model.   
  
I have already seen [this](https://github.com/nomic-ai/gpt4all/issues/1171) issue.  
  
# There are a few suggestions I have:
1. As shown in the screenshot below, please display a message to users about alternative hyperlinks they can use to download the models. Perhaps even via torrents, since the models are quite huge.
2. When the model starts downloading, the temporary download file isn't visible in the folder selected. It might help to ensure that the partially downloaded file is available, so that the user can resume the download even if it gets interrupted.
3. The download UI needs to have an option to pause the download and resume the download if it gets interrupted.
4. If it is possible to download other models from HuggingFace and use them with GPT4All, it helps to mention it on the UI, and provide the users more information on which models they can use. [Oogabooga](https://github.com/oobabooga/text-generation-webui) allows such functionality.
5. If it's difficult to ensure an uninterrupted download from gpt4all's server, you could make models available on other sites like HuggingFace. Providing the links would help users download from there. 
6. If there are users who have a GPU and a lot more RAM, they can download and use much larger models. It helps to provide download access to such models. 
7. It would help to know what the terms like ""Quantization: q4_0"" are. I know what quantization is, but ""q4_0"" needs explanation.
8. In the download progress, it'd help to show how many GB got downloaded. As of now, it only shows a green progress bar, but no number indicating how many GB got downloaded.


### Expected behavior

The model should have downloaded fully. But I tried thrice, and the download fails. Sometimes it fails early, sometimes it downloads only half the file and fails. Sometimes it downloads 3/4th of the file and fails. Screenshot attached.  
![downloadError](https://github.com/nomic-ai/gpt4all/assets/2093933/6d42bc0d-e171-44ab-9c77-db705efa7551)
  
This appears to be a problem with the gpt4all server, because even when I went to GPT4All's website and tried downloading the model using Google Chrome browser, the download started and then failed after a while. I tried in Firefox, and the same problem happened. Surprisingly, even the Firefox extension DownloadThemAll experienced a network error in between and the download could not be resumed. Finally, Turbo Download Manager downloaded it in one shot. I'm sure this isn't a problem with my ISP, since I've downloaded larger models from other websites without the help of extensions like DownloadThemAll. I was also able to use GPT4All's desktop interface to download the GPT4All Falcon model. ","['bug', 'enhancement', 'chat']",2023-07-19T08:58:40Z,1,4,https://github.com/nomic-ai/gpt4all/issues/1228
45,nomic-ai/gpt4all,LocalDocs treats newlines as spaces,"### System Info

GPT4All v2.4.13, Debian 11

### Information

- [ ] The official example notebooks/scripts
- [ ] My own modified scripts

### Related Components

- [ ] backend
- [ ] bindings
- [ ] python-bindings
- [X] chat-ui
- [ ] models
- [ ] circleci
- [ ] docker
- [ ] api

### Reproduction

1. Create a LocalDocs collection with newline-sensitive code (for example, python)
2. Prompt the model (with LocalDocs) about the code
3. Watch as it treats newlines as spaces

### Expected behavior

The database should contain newlines

### Example

`bot = mineflayer.createBot({'host': 'localhost', 'username': 'bot'}) @On(bot, 'spawn') def handle(*args): print(""I spawned"") @On(bot, 'chat')`","['bug', 'chat']",2023-07-18T13:27:49Z,2,0,https://github.com/nomic-ai/gpt4all/issues/1223
46,nomic-ai/gpt4all,"ChatGPT (GPT3.5 and GPT4) losing context after first answer, make it unsable","### System Info

**GPT4All version: v2.4.13, MacOS Ventura (13.0.1)**

Hello,

ChatGPT is losing context after the first answer it's provide. Exemple with GPT4

```
Prompt: Give me quick todo list to become a better person

Response: 1. Practice Gratitude: Start each day by acknowledging something you're grateful for. This can help you maintain a positive outlook on life.

2. Exercise Regularly: Physical activity is not only good for your body, but also for your mind. It can help reduce stress and improve your mood.

3. Eat Healthy: A balanced diet can improve your physical health and boost your energy levels.

4. Read More: Reading can expand your knowledge and improve your understanding of the world around you.

5. Practice Kindness: Be kind to others. Small acts of kindness can make a big difference in someone's day.

6. Learn Something New: Whether it's a new language, a new skill, or a new hobby, learning something new can stimulate your mind and keep you engaged.

7. Meditate: Meditation can help you stay calm and focused. It's a great way to reduce stress and improve your mental health.

8. Set Goals: Setting goals can give you a sense of purpose and direction. It can also motivate you to work harder and achieve more.

9. Spend Time with Loved Ones: Spending quality time with your family and friends can strengthen your relationships and make you feel loved and appreciated.

10. Volunteer: Volunteering can give you a sense of fulfillment and purpose. It's also a great way to give back to your community.

11. Limit Screen Time: Spending too much time in front of screens can strain your eyes and affect your sleep. Try to limit your screen time, especially before bed.

12. Practice Self-Care: Take time for yourself. Whether it's taking a bath, reading a book, or going for a walk, self-care is important for your mental and physical health.

Remember, becoming a better person is a journey, not a destination. It's about making small, consistent changes that add up over time.


Prompt: Give me more details about point 2

Response: I'm sorry, but I can't provide the information you're looking for without more context. Could you please provide more details or clarify what you're referring to with ""point 2""?
```

Can you please check why it's happening?

Thanks

### Information

- [ ] The official example notebooks/scripts
- [ ] My own modified scripts

### Related Components

- [ ] backend
- [ ] bindings
- [ ] python-bindings
- [X] chat-ui
- [X] models
- [ ] circleci
- [ ] docker
- [ ] api

### Reproduction

Steps to reproduce the behavior

1 - Use ChatGPT3.5 or ChatGPT4 
2 - Ask a question to the model
3 - Ask a question about the response of the model
4 - ChatGPT cannot answer, it has lost the context


### Expected behavior

I expect the model to not lose the context","['bug', 'chat']",2023-07-16T09:02:56Z,0,1,https://github.com/nomic-ai/gpt4all/issues/1214
47,nomic-ai/gpt4all,Hangs (permanent spinning circle) when pasting 88 lines of code,"### System Info

2.4.13, win10
Hangs when pasting 88 lines of code, every time no matter what model i choose, whether its snoozy or snoozy_superhot_8K
Getting permanent, spinning circle and when trying to close the app it crashes AND
doesnt release memory (RAM). so instead of 12Gb its only 7GB or less.
CPU usage shows only 8% - 10% which indicates it doesnt do anything.

### Information

- [ ] The official example notebooks/scripts
- [ ] My own modified scripts

### Related Components

- [ ] backend
- [ ] bindings
- [ ] python-bindings
- [ ] chat-ui
- [ ] models
- [ ] circleci
- [ ] docker
- [ ] api

### Reproduction

1. paste around 88 lines of code
2. watch the circle spin
3. close tha app and it crashes without releasing RAM

### Expected behavior

When pasted a model should analyze what i pasted and print the analysis.","['bug', 'chat']",2023-07-16T03:45:58Z,1,0,https://github.com/nomic-ai/gpt4all/issues/1211
48,nomic-ai/gpt4all,Changing model download path doesn't clear old models from dropdown list,"### System Info

Changing model download path doesn't clear old models from dropdown list

### Information

- [ ] The official example notebooks/scripts
- [ ] My own modified scripts

### Related Components

- [ ] backend
- [ ] bindings
- [ ] python-bindings
- [X] chat-ui
- [ ] models
- [ ] circleci
- [ ] docker
- [ ] api

### Reproduction
change model path, we get a mix of both old and new paths in dropdown list

### Expected behavior
dropdown list should only show models that would still be there if I restart the app

","['bug', 'chat']",2023-07-06T22:32:28Z,2,1,https://github.com/nomic-ai/gpt4all/issues/1148
49,nomic-ai/gpt4all,Error message: The bound address is already in use,"### System Info

OS: Ubuntu Linux 22.04
GPT4All version: 2.4.8


### Information

- [X] The official example notebooks/scripts
- [ ] My own modified scripts

### Related Components

- [X] backend
- [ ] bindings
- [ ] python-bindings
- [X] chat-ui
- [ ] models
- [ ] circleci
- [ ] docker
- [ ] api

### Reproduction

I use GPT4All on a Linux system without internet connection. When I start GPT4All I get the following output messages;

> [Critical] (Sun Jun 25 ... 2023): listen failed: The bound address is already in use
> [Warning] (Sun Jun 25 ... 2023): ERROR: Unable to start the server

But I don't want to start a server. There is the following line in the file `$HOME/.config/nomic.ai/GPT4All.ini `:

> serverChat=false

How can I disable the server or avoid the error message?

### Expected behavior

No error message about a bound address or about a server.
","['bug', 'chat']",2023-06-25T13:55:17Z,7,0,https://github.com/nomic-ai/gpt4all/issues/1058
