issue_number,repository,title,description,labels,created_at,comments,reactions,url
28,angular/angular,After upgrade from angular 7 to 15 page rendering fails with error,"### Which @angular/* package(s) are the source of the bug?

core

### Is this a regression?

Yes

### Description

After upgrade from angular 7 to 15 page rendering fails with error

### Please provide a link to a minimal reproduction of the bug

https://stackblitz.com/edit/stackblitz-starters-xejxq3

### Please provide the exception or error you saw

```true
`RangeError: Invalid string length
    at Array.join (<anonymous>)
    at Array.toString (<anonymous>)
    at getOrCreateNodeInjectorForNode (vendor.js:239616:63)
    at initializeDirectives (vendor.js:247200:24)
    at resolveDirectives (vendor.js:247187:7)
    at elementStartFirstCreatePass (vendor.js:249740:3)
    at ɵɵelementStart (vendor.js:249774:41)
    at Module.ɵɵelement (vendor.js:249849:3)
    at PageaccruallistComponent_Template (src_ts_generated-sources_page-accrual-list_module_ts.js:91587:63)
    at executeTemplate (vendor.js:246773:5)`
```


### Please provide the environment you discovered this bug in (run `ng version`)

```true
Angular CLI: 15.2.10
Node: 14.21.1
Package Manager: npm 6.14.17
OS: win32 x64

Angular: 15.2.10
... animations, cli, common, compiler, compiler-cli, core, forms
... platform-browser, platform-browser-dynamic, platform-server
... router

Package                         Version
---------------------------------------------------------
@angular-devkit/architect       0.1502.10
@angular-devkit/build-angular   15.2.10
@angular-devkit/core            15.2.10
@angular-devkit/schematics      15.2.10
@angular/cdk                    15.2.9
@schematics/angular             15.2.10
rxjs                            7.8.1
typescript                      4.9.5
```


### Anything else?

_No response_","['area: core', 'core: di', 'state: needs more investigation', 'bug']",2023-11-29T06:30:06Z,25,0,https://github.com/angular/angular/issues/53245
29,angular/angular,class names are not retained when host is used with Component decorator,"### Which @angular/* package(s) are the source of the bug?

core, elements

### Is this a regression?

No

### Description

Consider following example.

```ts
@Component({
  selector: 'my-app',
  template: `
    <h1>Hello from {{name}}!</h1>
    <a target=""_blank"" href=""https://angular.io/start"">
      Learn more about Angular 
    </a>
  `,
  host: {
    class: 'xyz',
  },
});
```

when used as custom element like below

```html
<my-app-element class=""abc""></my-app-element>
```

The `abc` class is removed and only `xyz` class is applied. 

Expected behavior would be to have both class applied on element whene rendered on DOM.

 



### Please provide a link to a minimal reproduction of the bug

https://stackblitz.com/edit/stackblitz-starters-qzdgyq?description=An%20angular-cli%20project%20based%20on%20@angular/animations,%20@angular/common,%20@angular/compiler,%20@angular/core,%20@angular/forms,%20@angular/platform-browser,%20@angular/platform-browser-dynamic,%20@angular/router,%20core-js,%20rxjs,%20tslib%20and%20zone.js&file=src%2Fmain.ts,src%2Findex.html&title=Angular%20Starter

### Please provide the exception or error you saw

_No response_

### Please provide the environment you discovered this bug in (run `ng version`)

```true
Angular CLI: 16.1.5
Node: 16.19.0
Package Manager: yarn 1.22.17
OS: darwin arm64

Angular: 16.1.5
... animations, cdk, cli, common, compiler, compiler-cli, core
... elements, forms, language-service, localize
... platform-browser, platform-browser-dynamic, platform-server
... router

Package                         Version
---------------------------------------------------------
@angular-devkit/architect       0.1601.5
@angular-devkit/build-angular   16.1.5
@angular-devkit/core            16.1.5
@angular-devkit/schematics      16.1.5
@schematics/angular             16.1.5
ng-packagr                      16.1.0
rxjs                            6.6.7
typescript                      4.9.5
zone.js                         0.13.1
```


### Anything else?

_No response_","['area: core', 'area: elements', 'core: host and host bindings', 'P4', 'bug']",2023-08-22T09:54:15Z,2,3,https://github.com/angular/angular/issues/51460
30,angular/angular,zone.js promises returning Unhandled Promise Rejection error even with catch blocks,"### Which @angular/* package(s) are the source of the bug?

zone.js

### Is this a regression?

No

### Description

I've hit the same issue as described in #31680 and both this and that ticket have same root cause detailed bellow. Since I cannot reopened old issue I've created a new one. That older ticket was closed with a fix that was for a separate issue and the fix was not relevant or helped in anyway.

### Repro
Following simplified code will emit unhandled promise rejection even tho there is a catch handler. This happens only when zone.js is loaded. Without zone.js, all majors browsers (Chrome, Safari, Firefox) don't report anything in this case.

```typescript
onunhandledrejection = (e) => { console.log(""Unhandled promise rejection"", e) }

(async function() {
    return Promise.reject(1);
})().catch(e => {});
// OR
(async function() {
    await Promise.reject(2);
})().catch(e => {});
```
Using native Promise.reject will not emit unhandled rejection.

### Root cause:
zone.js schedules the reporting of unhandled rejections on the microtask queue as soon as the promise is rejected. In the case of `Promise.reject` it schedules as part of the reject call.
JS async function calls `.then` on the returned inner promise (Promise.reject) on the next microtask tick. This is defined in the Ecmascript spec.
zone.js will end up running the code to report unhandled rejections before JS async function has a chance to call `then` and as such zone.js ends emiting unhandled rejection.

All major browsers check if unhandled rejections exists at the end of the microtask checkpoint (i.e. after draining the queue) and if needed will schedule on normal queue a task (or what you call a macro task) to process&report unhandled rejections. This allows sufficient time for the async infrastructure to hook to the returned promise. In Chrome and Safari it even allows sufficient time to add catch handler in a callback run by setTimeout of delay 0.

Chrome:
https://github.com/chromium/chromium/blob/89e00b6b959f5efb4bd7eec468973badb3093a3b/third_party/blink/renderer/platform/scheduler/common/event_loop.cc#L108
https://github.com/chromium/chromium/blob/89e00b6b959f5efb4bd7eec468973badb3093a3b/third_party/blink/renderer/bindings/core/v8/rejected_promises.cc#L248-L252
Firefox:
https://github.com/mozilla/gecko-dev/blob/77dd6aa3810610949a5ff925e24de2f8c11377fd/xpcom/base/CycleCollectedJSContext.cpp#L473-L480
Safari:
https://github.com/WebKit/WebKit/blob/75a3eb3a5fe3dce1867d880faf785137963b234a/Source/WebCore/dom/Microtasks.cpp#L107
https://github.com/WebKit/WebKit/blob/75a3eb3a5fe3dce1867d880faf785137963b234a/Source/WebCore/dom/RejectedPromiseTracker.cpp#L142-L144


### Please provide a link to a minimal reproduction of the bug

_No response_

### Please provide the exception or error you saw

```true
Unhandled Promise rejection: 1 ; Zone: <root> ; Task: null ; Value: 1 undefined
Unhandled Promise rejection: 2 ; Zone: <root> ; Task: null ; Value: 2 undefined
Unhandled promise rejection PromiseRejectionEvent {isTrusted: true,  reason: 1, type: 'unhandledrejection' ...}
Uncaught (in promise) 1
Unhandled promise rejection PromiseRejectionEvent {isTrusted: true,  reason: 2, type: 'unhandledrejection' ...}
Uncaught (in promise) 2
```


### Please provide the environment you discovered this bug in (run `ng version`)

_No response_

### Anything else?

_No response_","['area: zones', 'P3', 'bug']",2023-08-10T23:59:34Z,7,11,https://github.com/angular/angular/issues/51328
31,angular/angular,Named characters references containing digits are not processed properly,"### Which @angular/* package(s) are the source of the bug?

compiler, core

### Is this a regression?

No

### Description

HTML standard defines many [""named HTML entities""](https://html.spec.whatwg.org/multipage/named-characters.html), 24 of them include digits in their names, none of them is rendered correctly when present in Angular component's template, in contrast with other valid entities.

### Please provide a link to a minimal reproduction of the bug

https://stackblitz.com/edit/angular-test-html-entities-with-numbers?file=src%2Findex.html

### Please provide the exception or error you saw

```true
`»&sup1;«` is output as `»&amp;sup1;«` instead of `»¹«` (or verbatim). See the screenshot further.
```


### Please provide the environment you discovered this bug in (run `ng version`)

```true
(Stackblitz Angular version in linked STR: 16.2.0)

Angular CLI: 13.2.6
Node: 16.20.2
Package Manager: npm 8.19.4
OS: win32 x64

Angular: 13.2.7
... animations, common, compiler, compiler-cli, core, forms
... platform-browser, platform-browser-dynamic, router

Package                            Version
------------------------------------------------------------
@angular-devkit/architect          0.1303.9
@angular-devkit/build-angular      13.3.9
@angular-devkit/core               13.3.9
@angular-devkit/schematics         13.2.6
@angular/cdk                       13.3.9
@angular/cli                       13.2.6
@angular/material                  13.3.9
@angular/material-moment-adapter   13.3.9
@schematics/angular                13.2.6
rxjs                               7.5.7
typescript                         4.5.5
webpack                            5.75.0
```


### Anything else?

### Screenshot; ""»𝕏«"" in the first content line is for check.

![When static table is rendered, HTML entities work as expected, while same table in Angular component processes only entities without digits properly](https://github.com/angular/angular/assets/1761395/0be200a5-6406-4cf9-8c64-5f4b6e849974)

### List of all ""entity names"" (for search):

- blk12
- blk14
- blk34
- emsp13
- emsp14
- frac12
- frac13
- frac14
- frac15
- frac16
- frac18
- frac23
- frac25
- frac34
- frac35
- frac38
- frac45
- frac56
- frac58
- frac78
- sup1
- sup2
- sup3
- there4

(frac12, frac14, frac34, sup1, sup2, sup3 can be also without semicolon. None semicolon-less variant work in Angular component, even for non-digit entities.)","['area: compiler', 'P3', 'compiler: parser', 'bug']",2023-08-10T16:50:22Z,2,0,https://github.com/angular/angular/issues/51323
32,angular/angular,Functional guards/interceptors should not provide `DestroyRef`,"Functional guards with injection context allow easy access to DI:

```typescript
function authGuard() {
  return inject(AuthService).isAuthenticated;
}
```

However, with access to the injector, it's possible to use APIs which depend on `DestroyRef` - the lifecycle of the current injector. In router guards, for example, this will be a long lived injector (possibly even an ""eternal"" one tied to the application itself). In that sense, doing any initialization inside the guard with cleanup tied to the `DestroyRef` is leaky: you'll end up calling the guard multiple times, creating multiple instances, and none of them will be cleaned up.

For example, using `toObservable` or `toSignal` in such a guard would be broken in that way.

One option is to provide injection context but overload `DestroyRef` to prevent access (or to modify the lifecycle it represents).","['area: core', 'core: di', 'P2', 'bug', 'core: reactivity', 'cross-cutting: signals']",2023-08-07T15:55:02Z,3,16,https://github.com/angular/angular/issues/51290
33,angular/angular,Long numeric HTML Entities in templates are compiled wrong,"### Which @angular/* package(s) are the source of the bug?

Don't known / other

### Is this a regression?

No

### Description

In HTML you can use numeric HTML Entities (hex or decimal) to represent characters (e.g. emojis and other symbols). E.g. `&#x41;` for the capital letter ""A"".

When Angular compiles a template containing an HTML entity with a length of 5 hexadecimal characters (e.g. `&#x1F6C8;`), the resulting template contains a wrong unicode character at the expected point. 


E.g. to display the ""[Circled Information Source](https://www.compart.com/de/unicode/U+1F6C8)"" someone can use the HTML code `&#128712;` or `&#x1F6C8;`. If you put one of these entities into your template, the resulting glyph is just a different unicode glyph. In UTF-8 encoding the template should contain (hex) `F0 9F 9B 88` but contains (hex) `EF 9B 88`. The contained (hex) `EF 9B 88` is just the 2-byte cropped entity `&#xF6C8;` (missing the leftmost `1`) in UTF-8 encoding.



### Please provide a link to a minimal reproduction of the bug

https://stackblitz.com/edit/stackblitz-starters-pntjeb?file=src%2Fmain.ts

### Please provide the exception or error you saw

The wrong glyph is rendered for long HTML Entities. The correct glyph is rendered if the Unicode glyph is contained directly inside of the templates content.

![image](https://github.com/angular/angular/assets/923638/cde68092-2c02-4446-8857-414d557caf1a)



### Please provide the environment you discovered this bug in (run `ng version`)

```true
Angular CLI: 16.1.7
Node: 18.17.0
Package Manager: npm 9.6.7
OS: darwin arm64

Angular: 16.1.8
... common, compiler, compiler-cli, core, platform-browser

Package                         Version
---------------------------------------------------------
@angular-devkit/architect       0.1601.7
@angular-devkit/build-angular   16.1.7
@angular-devkit/core            16.1.7
@angular-devkit/schematics      16.1.7
@angular/cli                    16.1.7
@schematics/angular             16.1.7
rxjs                            7.8.1
typescript                      5.1.6
zone.js                         0.13.1
```


### Anything else?

# What I think is wrong

Angular seems to translate these HTML Entities to Unicode escape sequences in JS Strings (e.g. HTML `&#xFFFF;` gets JS `""\uFFFF""`). From my observations my blind guess would be, that Angular tries to simply translate these into old-style JS Unicode escapes. These old style escapes support 4 hexadecimal chars only (`""\u0000""` to `""\uFFFF""`). So these longer Strings get simply chopped of after the 4 right-most hexadecimal chars.

I guess Angular would compile HTML `&#x1FFFF;` into JS `""\uFFFF""` (missing `1`).

## Why do I think so?

It just looks like it in the compiled templates of my example. See the comments in the compiled templates below.

Production build:

```javascript
const compiled = {
    // ...
    template: function (n, r) {
        if (1 & n && (gt(0, ""div"")(1, ""h3""), Ue(2, ""HTML Entity ""), gt(3, ""code""), Ue(4, ""&#x1F6C8;""), 
            ut(), Ue(5, "" in Angular templates""), ut(), gt(6, ""p""), Ue(7, ""Writing it as HTML Entity:""),
            
            //                                           vvvvvvvv HTML Entity text in template
            ut(), gt(8, ""p"")(9, ""span"", null, 0), Ue(11, ""\uf6c8""), ut(), Ue(12, "" (hex in browser ""), 
            
            
            gt(13, ""code""), Ue(14), ut(), Ue(15, "")""), ut(), gt(16, ""p""), 
            Ue(17, ""should be equal to writing it as Unicode String in Template:""), ut(), 
            
            //                                       vvvvvvvvvvv Unicode text in template
            gt(18, ""p"")(19, ""span"", null, 1), Ue(21, ""\u{1f6c8}""), ut(), Ue(22, "" (hex in browser ""), 
            
            
            gt(23, ""code""), Ue(24), ut(), Ue(25, "")""), ut(), 
            Gc(26, zA, 5, 0, ""p"", 2), Gc(27, ZA, 4, 0, ""ng-template"", null, 3, Jm), gt(29, ""p""), 
            Ue(30, ""Hacky variant by setting HTML at runtime:""), ut(), gt(31, ""p""), qc(32, ""span"", null, 4), 
            Ue(34, "" (hex in browser ""), gt(35, ""code""), Ue(36), ut(), Ue(37, "")""), ut()()), 2 & n) {
            const o = function Jp(e) {
                return function zr(e, t) {
                    return e[t]
                }(function Qv() {
                    return W.lFrame.contextLView
                }(), he + e)
            }(28);
            fi(14), wi(r.hexOne), fi(10), wi(r.hexTwo), fi(2), 
                zc(""ngIf"", r.hexOne != r.hexTwo)(""ngIfElse"", o), fi(10), wi(r.hexThree)
        }
    },
    // ...
}
```


... or in development build:

```javascript
const compiled = {
  // ...
  template: function AddOneButtonComponent_Template(rf, ctx) {
    if (rf & 1) {
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵelementStart""](0, ""div"")(1, ""h3"");
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵtext""](2, ""HTML Entity "");
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵelementStart""](3, ""code"");
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵtext""](4, ""&#x1F6C8;"");
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵelementEnd""]();
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵtext""](5, "" in Angular templates"");
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵelementEnd""]();
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵelementStart""](6, ""p"");
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵtext""](7, ""Writing it as HTML Entity:"");
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵelementEnd""]();
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵelementStart""](8, ""p"")(9, ""span"", null, 0);

      //                                                       vvvvvvvv HTML Entity text in template
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵtext""](11, ""\uF6C8"");
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵelementEnd""]();
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵtext""](12, "" (hex in browser "");
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵelementStart""](13, ""code"");
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵtext""](14);
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵelementEnd""]();
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵtext""](15, "")"");
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵelementEnd""]();
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵelementStart""](16, ""p"");
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵtext""](17, ""should be equal to writing it as Unicode String in Template:"");
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵelementEnd""]();
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵelementStart""](18, ""p"")(19, ""span"", null, 1);

      //                                                       vvvvvvvvvvvvvv Unicode text in template
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵtext""](21, ""\uD83D\uDEC8"");
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵelementEnd""]();
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵtext""](22, "" (hex in browser "");
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵelementStart""](23, ""code"");
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵtext""](24);
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵelementEnd""]();
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵtext""](25, "")"");
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵelementEnd""]();
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵtemplate""](26, AddOneButtonComponent_p_26_Template, 5, 0, ""p"", 2);
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵtemplate""](27, AddOneButtonComponent_ng_template_27_Template, 4, 0, ""ng-template"", null, 3, _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵtemplateRefExtractor""]);
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵelementStart""](29, ""p"");
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵtext""](30, ""Hacky variant by setting HTML at runtime:"");
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵelementEnd""]();
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵelementStart""](31, ""p"");
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵelement""](32, ""span"", null, 4);
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵtext""](34, "" (hex in browser "");
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵelementStart""](35, ""code"");
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵtext""](36);
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵelementEnd""]();
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵtext""](37, "")"");
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵelementEnd""]()();
    }
    if (rf & 2) {
      const _r3 = _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵreference""](28);
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵadvance""](14);
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵtextInterpolate""](ctx.hexOne);
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵadvance""](10);
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵtextInterpolate""](ctx.hexTwo);
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵadvance""](2);
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵproperty""](""ngIf"", ctx.hexOne != ctx.hexTwo)(""ngIfElse"", _r3);
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵadvance""](10);
      _angular_core__WEBPACK_IMPORTED_MODULE_2__[""ɵɵtextInterpolate""](ctx.hexThree);
    }
  }
  // ...
}
```
","['area: compiler', 'P3', 'compiler: parser', 'bug']",2023-08-04T18:15:09Z,2,0,https://github.com/angular/angular/issues/51274
34,angular/angular,Multiple formControlName/formControl directives using the same FormControl do not stay in sync,"### Which @angular/* package(s) are the source of the bug?

forms

### Is this a regression?

No

### Description

This is still an issue: https://github.com/angular/angular/issues/10036

```
<form [formGroup]=""form"">
  <input type=""text"" formControlName=""control""/>
  <input type=""text"" formControlName=""control""/>
</form>
```

Updating one control should automatically update the state of the other controls. Otherwise the UI is out of sync with the model. Sometimes multiple controls with the same name are needed for responsive layouts.


Was able to work around it with this custom directive (based on some of the solutions in that linked issue)

```
import { DestroyRef, Directive, OnInit, inject } from ""@angular/core"";
import { takeUntilDestroyed } from ""@angular/core/rxjs-interop"";
import { NgControl } from ""@angular/forms"";

@Directive({
  /* eslint-disable */
  selector: ""[formControlName],[formControl]"",
  standalone: true,
})
export class FormControlSyncDirective implements OnInit {
  controlDirective = inject(NgControl);
  destroyRef = inject(DestroyRef);
  ngOnInit() {
    this.controlDirective?.control.valueChanges.pipe(takeUntilDestroyed(this.destroyRef)).subscribe(value => {
      this.controlDirective.control.setValue(value, { emitEvent: false });
    });
  }
}
```

### Please provide a link to a minimal reproduction of the bug

https://github.com/angular/angular/issues/10036

### Please provide the exception or error you saw

```true
When using formControl or formControlName multiple times, the updating one control did not cause the others to update. They no longer reflected the true model state.
```


### Please provide the environment you discovered this bug in (run `ng version`)

```true
Angular CLI: 16.1.4
Node: 16.20.0
Package Manager: npm 8.19.4
OS: darwin arm64

Angular: 16.1.5
... animations, cdk, common, compiler, compiler-cli, core, forms
... material, material-date-fns-adapter, platform-browser
... platform-browser-dynamic, router, service-worker

Package                         Version
---------------------------------------------------------
@angular-devkit/architect       0.1601.4
@angular-devkit/build-angular   16.1.4
@angular-devkit/core            16.1.4
@angular-devkit/schematics      16.1.4
@angular/cli                    16.1.4
@schematics/angular             16.1.4
rxjs                            7.4.0
typescript                      5.1.6
```


### Anything else?

_No response_","['area: forms', 'P3', 'bug']",2023-08-01T14:14:16Z,9,6,https://github.com/angular/angular/issues/51239
35,angular/angular,Undocumented Feature of ng-template: direct access to context,"### Describe the problem that you experienced

While creating a wrapper component for a vendor component that makes heavy use of ngTemplateOutlet, I needed a way to access the entire context object from an ng-template and pass it to ngTemplateOutlet. I could find no documentation on how to do this, but did find a couple github issues with this request (both closed and rejected).

https://github.com/angular/angular/issues/22323
https://github.com/angular/angular/issues/39884

I did, however, determine that there is an undocumented feature which allows you to access the entire context object and pass it through to the ngTemplateOutlet:

<ng-template pTemplate=""body"" *ngIf=""bodyTemplate"" let-ctx=""valueOf()"">
    <ng-container *ngTemplateOutlet=""bodyTemplate; context: ctx""></ng-container>
</ng-template>

Since the code responsible for creation of these ng-template variables treats the value of the attribute as a property/method hanging off of the context, we can use the object's valueOf() function to retrieve the entire object.

### Enter the URL of the topic with the problem

https://angular.io/api/common/NgTemplateOutlet

### Describe what you were looking for in the documentation

I was hoping to find a way to reference the entire context object from an ng-template so that I can pass it through to the ngTemplateOutlet

### Describe the actions that led you to experience the problem

_No response_

### Describe what you want to experience that would fix the problem

Having this undocumented feature added to the documentation would help.

### Add a screenshot if that helps illustrate the problem

_No response_

### If this problem caused an exception or error, please paste it here

_No response_

### If the problem is browser-specific, please specify the device, OS, browser, and version

_No response_

### Provide any additional information here in as much as detail as you can

_No response_","['area: compiler', 'P4', 'compiler: parser', 'bug']",2023-07-14T18:50:35Z,6,2,https://github.com/angular/angular/issues/51045
36,angular/angular,inject() vs constructor injection inconsistency for Pipes,"### Which @angular/* package(s) are the source of the bug?

core

### Is this a regression?

No

### Description

While converting our code to use the inject() function, I've noticed a change of behaviour that I didn't see documented anywhere.
In our case, we're injecting pipe (MyPipe in repro) as a service , and the pipe itself injects another service (MyService). The catch here is that the pipe is provided on module level, while the service is provided on component level.

It seems that the constructor-based injection uses the directive injector (code inside MyService_factory), and as such finds MyService without problems. But when switching to inject() call, we end up with the module injectors and MyService is thus not found. In the repro you can see it when uncommenting line 16 and commenting out line 17.

I am actually not sure which behaviour is considered correct, all in all the inject() one is perhaps more consistent with the way services works, but I would still expect it to be identical in both cases. Alternatively it would be good to point it out in the documentation.

### Please provide a link to a minimal reproduction of the bug

https://stackblitz.com/edit/angular-srjmnw?file=src%2Fmain.ts

### Please provide the exception or error you saw

```true
When swapping the injection in Pipe as described above:

NullInjectorError: R3InjectorError(AppModule)[MyPipe -> MyService -> MyService]: 
  NullInjectorError: No provider for MyService!
```


### Please provide the environment you discovered this bug in (run `ng version`)

```true
Angular 16.1.3
```


### Anything else?

_No response_","['area: core', 'core: di', 'P3', 'bug']",2023-07-05T18:30:32Z,2,3,https://github.com/angular/angular/issues/50952
37,angular/angular,"Standalone migration step ""Bootstrap the project using standalone APIs"" doesn't respect imports of localeDe and registerLocaleData","### Command

generate

### Is this a regression?

- [ ] Yes, this behavior used to work in the previous version

### The previous version in which this bug was not present was

_No response_

### Description

After having successfully updated from 15.2.9 to 16.1.1 I did the migration to standalone via
 ng g @angular/core:standalone.
The first two steps succeeded. The third step ""Bootstrap ..."" doesn't transform to main.ts the following entries in the deleted app.module.ts:
...
import { registerLocaleData } from '@angular/common';                            
import localeDe from '@angular/common/locales/de';                               
...
registerLocaleData(localeDe);
...

I got the error ""Missing locale data ..."". After having added manually the three lines to main.ts everthings works fine.

### Minimal Reproduction

1. Add the three lines mentioned above to an existing app.module.ts (and use the locale somewhere)
2. Do the migration steps to standalone
3. Inspect main.ts (the three lines are missing).

### Exception or Error

```text
Error: Missing locale data for the locale ""de"".
```


### Your Environment

```text
Angular CLI: 16.1.1
Node: 18.16.1
Package Manager: npm 9.7.2
OS: linux x64

Angular: 16.1.2
... animations, cdk, common, compiler, compiler-cli, core, forms
... language-service, material, material-date-fns-adapter
... platform-browser, platform-browser-dynamic, router

Package                         Version
---------------------------------------------------------
@angular-devkit/architect       0.1601.1
@angular-devkit/build-angular   16.1.1
@angular-devkit/core            16.1.1
@angular-devkit/schematics      16.1.1
@angular/cli                    16.1.1
@schematics/angular             16.1.1
rxjs                            7.8.1
typescript                      4.9.5
```


### Anything else relevant?

_No response_","['area: migrations', 'P3', 'bug', 'cross-cutting: standalone']",2023-06-29T14:50:12Z,1,1,https://github.com/angular/angular/issues/50886
38,angular/angular,Standalone migration does not find any files because it uses tsconfig.spec.json,"### Command

generate

### Is this a regression?

- [ ] Yes, this behavior used to work in the previous version

### The previous version in which this bug was not present was

_No response_

### Description

The standalone migration generator is using the tsconfig.spec.json and therefor does not find any files to migrate.

### Minimal Reproduction

1 Create a new project with the Angular cli
2 add a new component and module and import it in app.module

3 Run the command `ng g @angular/core:standalone`
Choose the type of migration: (Use arrow keys)
> Convert all components, directives and pipes to standalone
Which path in your project should be migrated? (./) ./

Result
 � Automated migration step has finished! �
    IMPORTANT! Please verify manually that your application builds and behaves as expected.
    See https://angular.io/guide/standalone-migration for more information.
UPDATE src/app/shouldremove/whatever/whatever.component.spec.ts (628 bytes)

The migration script only checks the files in the tsconfig.spec.json

When I change (ofc not the way to do it)
` ""include"": [
    ""src/**/*.spec.ts"",
    ""src/**/*.d.ts""
  ]`


to 
` ""include"": [
    ""src/**/*.ts"",
    ""src/**/*.d.ts""
  ]`

it works correctly. The generator is using the wrong tsconfig file

### Exception or Error

_No response_

### Your Environment

```text
Angular CLI: 16.0.3
Node: 18.16.0
Package Manager: npm 9.5.1
OS: win32 x64

Angular: 16.0.3
... animations, cli, common, compiler, compiler-cli, core, forms
... platform-browser, platform-browser-dynamic, router

Package                         Version
---------------------------------------------------------
@angular-devkit/architect       0.1600.3
@angular-devkit/build-angular   16.0.3
@angular-devkit/core            16.0.3
@angular-devkit/schematics      16.0.3
@schematics/angular             16.0.3
rxjs                            7.8.1
typescript                      5.0.4
```


### Anything else relevant?

_No response_","['area: migrations', 'P3', 'bug', 'cross-cutting: standalone']",2023-05-26T13:51:54Z,12,7,https://github.com/angular/angular/issues/50483
39,angular/angular,Langage service reports an error when Importing a non-exported class in a standalone component. ,"### Which @angular/* package(s) are the source of the bug?

compiler-cli, language-service

### Is this a regression?

No

### Description

```
@Directive({ selector: 'test', standalone: true })
class Dir {}

@Component({
  selector: 'app-root',
  template: '',
  standalone: true,
  imports: [Dir],
})
export class AppComponent {}
```
With this example, the language service  throws `Component imports must be standalone components, directives, pipes, or must be NgModules.`.

I found the error a bit misleading and even more since the code works fine at runtime. 

I've read both #42184 and #42207. 

Am I correct to assume there isn't so much we can do here because of `compileNonExportedClasses : false` 

Or do you have an idea to improve the DX here ? ","['help wanted', 'hotlist: error messages', 'area: language-service', 'area: compiler', 'P4', 'bug', 'cross-cutting: standalone']",2023-04-16T18:01:04Z,1,2,https://github.com/angular/angular/issues/49874
