issue_number,repository,title,description,labels,created_at,comments,reactions,url,
"26618	19	6264",,,,,,,,,
"code/willInitWorkspaceConfiguration	1734008426618	0	6264",,,,,,,,,
"code/didInitWorkspaceConfiguration	1734008426619	1	6265",,,,,,,,,
"code/didInitWorkspaceService	1734008426619	0	6265",,,,,,,,,
"code/didInitStorage	1734008426628	9	6274",,,,,,,,,
"code/willStartWorkbench	1734008426632	4	6278",,,,,,,,,
"code/LifecyclePhase/Ready	1734008426634	2	6""","['bug', 'freeze-slow-crash-leak', 'perf']",2024-12-12T13:06:50Z,1,1,https://github.com/microsoft/vscode/issues/235945,,,,
216,microsoft/vscode,VS Code Speech not detecting any voice,"<!-- ???? Do Not Delete This! bug_report_template ???? -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- ?? Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions -->
<!-- ?? Search existing issues to avoid creating duplicates. -->
<!-- ?? Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ -->
<!-- ?? Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. -->
<!-- ?? Launch with `code --disable-extensions` to check. -->
Does this issue occur when all extensions are disabled?: Yes/No
YES, No advice available on the internet has resolved the issue so far.

<!-- ?? If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. -->
<!-- ?? Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. -->
- VS Code Version: 
- OS Version: 
Version: 1.97.0-insider
Commit: 6a5c8cf95aa814b5cb92de617096144b1f45af2d
Date: 2024-12-12T05:04:17.220Z
Electron: 32.2.6
ElectronBuildId: 10629634
Chromium: 128.0.6613.186
Node.js: 20.18.1
V8: 12.8.374.38-electron.0
OS: Linux x64 6.8.0-50-generic
Exact Linux distro: Ubuntu 24.04.1 LTS

### Summary of Tests and Findings

#### Steps to Reproduce:

1. Verified microphone functionality:
   - Microphone works as expected in other applications.
   - Tested using `pactl` and `parecord` to confirm audio input is functioning properly.
2. Reinstalled **VS Code** and **VS Code Insiders** from scratch.
3. Installed the required VS Code extension for speech-to-text functionality.
4. When pressing **Alt+Ctrl+V**, the microphone icon appears, indicating that the session starts successfully. However, speech is not transcribed to text.
5. Examined the speech log:
   ```
   2024-12-12 11:37:33.892 [trace] [vscode-speech-0] starting speech-to-text session 
   (language: en-US, model: Microsoft Speech Recognizer en-US FP Model V9, 
   path: /home/d/.vscode-insiders/extensions/ms-vscode.vscode-speech-0.12.1-linux-x64/assets/stt)
   ```
6. Examined  renedring.log after starting vscode speech by pressing ctrl+alt+v 

```
[error] Extension host (LocalProcess pid: 32490) terminated unexpectedly. The following extensions were running: vscode.github-authentication, vscode.emmet, vscode.git-base, vscode.git, vscode.github, vscode.debug-auto-launch, vscode.merge-conflict, ms-vscode.vscode-speech
[info] Automatically restarting the extension host.

```
### Related Issue

The issue appears to align with a previously **Closed** GitHub issue #207290  where users reported similar behavior:  
- The speech-to-text extension starts but does not transcribe audio input despite showing no visible errors or crashes.  

---","['bug', 'freeze-slow-crash-leak', 'workbench-voice']",2024-12-12T10:15:59Z,10,0,https://github.com/microsoft/vscode/issues/235922,Runtime Error
217,microsoft/vscode,Flicker of many color decorations when deleting,"1. Open the 1.96 release notes
2. Select from line 16 to the end of the file
3. Delete, and start typing
4. There will be a flicker of many color decorations

![Image](https://github.com/user-attachments/assets/5e9892b8-7079-468e-85e1-83c0ff5a3cdf)
","['bug', 'editor-color-picker']",2024-12-12T09:40:26Z,2,0,https://github.com/microsoft/vscode/issues/235912,Logical Bug
218,microsoft/vscode,No reset location when moving SCM graph out of container and right clicking title header with default activity bar,"<img width=""667"" alt=""Image"" src=""https://github.com/user-attachments/assets/13015c75-a6e0-4ffa-b2b8-15bd70051b43"" />
","['bug', 'workbench-views']",2024-12-12T08:49:04Z,0,0,https://github.com/microsoft/vscode/issues/235907,UI/UX Bug
219,microsoft/vscode,Broken vscode after update,"<!-- ???? Do Not Delete This! bug_report_template ???? -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- ?? Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions -->
<!-- ?? Search existing issues to avoid creating duplicates. -->
<!-- ?? Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ -->
<!-- ?? Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. -->
<!-- ?? Launch with `code --disable-extensions` to check. -->
Does this issue occur when all extensions are disabled?: Yes/No

<!-- ?? If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. -->
<!-- ?? Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. -->
- VS Code Version: 1.96.0 (user setup)
- OS Version: Windows 11

Steps to Reproduce:

I updated vscode to 1.96 after being prompted in app.

After update, which seemed to go smoothly, I was unable to start vscode, and I was told 'executable missing'. After searching for the executable, I found it in `C:\Users\caj\AppData\Local\Programs\Microsoft VS Code\_` (note weird file underscore). The main ""Microsoft VS Code"" directory just contains 3 files,  `unins000.dat`, `exe` and `msg`, and some directories.

`winget install Microsoft.VisualStudioCode` tells me it can't reinstall vscode, as it's already installed.

If I run `code.exe` from inside the `_` directory, things seem to work fine.

I plan on blasting the whole thing away, and reinstalling from scratch, but I'll wait a day before doing that, just in case there is a log file anyone wants me to grab, in case they want to figure out how I ended up in this situation.","['bug', 'install-update']",2024-12-12T07:38:09Z,1,1,https://github.com/microsoft/vscode/issues/235896,Dependency Issue
220,microsoft/vscode,TreeView nesting performance,"TreeView has some serious performance problems at high nesting levels
(unrelated to https://github.com/microsoft/vscode/issues/232263)

Steps to Reproduce:

1. create JSON file with snippet
```json
[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]
```
2. open OutLine
3. scroll down to the bottom
4. freeze ??

![Image](https://github.com/user-attachments/assets/eff89294-d304-4072-a5ed-8ad71789502d)

performance is also exaggerated more by StickyScroll `""workbench.tree.enableStickyScroll"": true`
this also affects the dropdown Breadcrumbs view

dup https://github.com/microsoft/vscode/issues/205840

cc @alexr00 

Does this issue occur when all extensions are disabled?: Yes

- VS Code Version: 1.96.0
- OS Version: Windows 11
","['bug', 'tree-widget']",2024-12-12T06:40:32Z,1,0,https://github.com/microsoft/vscode/issues/235890,Performance Issue
221,microsoft/vscode,Ctrl+a not selecting all cell contents,"This happened shortly after navigating up and down cells with the keyboard. Seems to have messed up context keys as it's trying to select the output:

![Image](https://github.com/user-attachments/assets/66501844-14d5-4c26-b7bd-808cbb33cacc)
","['bug', 'notebook-commands']",2024-12-11T22:30:34Z,0,0,https://github.com/microsoft/vscode/issues/235869,Logical Bug
222,microsoft/vscode,Changing Product Icon Theme crashes watcher.node on Linux,"
Type: <b>Bug</b>

When I try to change the product icon theme in VS Code then the VS Code application crashes.

Actual:
Repro: 'File->Preferences->Theme->Product Icon Theme'  and then click on Browse Aditional Product Item Theme.

Expected:
Search list for product icon themes to download from.

VS Code version: Code 1.96.0 (138f619c86f1199955d53b4166bef66ef252935c, 2024-12-11T02:29:09.626Z)
OS version: Linux x64 6.11.11-300.fc41.x86_64
Modes:

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|AMD Ryzen 7 5800X 8-Core Processor (16 x 550)|
|GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>video_decode: enabled<br>video_encode: disabled_software<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled<br>webgpu: disabled_off<br>webnn: disabled_off|
|Load (avg)|2, 1, 1|
|Memory (System)|31.24GB (26.78GB free)|
|Process Argv|--crash-reporter-id 4a182290-c3cc-476a-816e-f9a8160655d8|
|Screen Reader|no|
|VM|0%|
|DESKTOP_SESSION|gnome|
|XDG_CURRENT_DESKTOP|GNOME|
|XDG_SESSION_DESKTOP|gnome|
|XDG_SESSION_TYPE|wayland|
</details><details><summary>Extensions (17)</summary>

Extension|Author (truncated)|Version
---|---|---
blazor-snippet-pack|adr|2.6.1
gitignore|cod|0.9.0
githistory|don|0.6.20
git-graph|mhu|1.30.0
vscode-docker|ms-|1.29.3
csdevkit|ms-|1.15.13
csharp|ms-|2.60.26
dotnet-interactive-vscode|ms-|1.0.5568010
vscode-dotnet-runtime|ms-|2.2.3
data-workspace-vscode|ms-|0.5.0
mssql|ms-|1.26.0
jupyter|ms-|2024.11.0
jupyter-keymap|ms-|1.1.2
jupyter-renderers|ms-|1.0.21
vscode-jupyter-cell-tags|ms-|0.1.9
vscode-jupyter-slideshow|ms-|0.1.6
remote-containers|ms-|0.394.0


</details><details>
<summary>A/B Experiments</summary>

```
vsliv368:30146709
vspor879:30202332
vspor708:30202333
vspor363:30204092
vswsl492cf:30256860
vscod805:30301674
binariesv615:30325510
vsaa593:30376534
py29gd2263:31024239
c4g48928:30535728
azure-dev_surveyone:30548225
vscrp:30673768
962ge761:30959799
pythonnoceb:30805159
pythonmypyd1:30879173
h48ei257:31000450
pythontbext0:30879054
cppperfnew:31000557
dsvsc020:30976470
pythonait:31006305
dsvsc021:30996838
dvdeprecation:31068756
dwnewjupytercf:31046870
nativerepl1:31139838
pythonrstrctxt:31112756
nativeloc1:31192215
cf971741:31144450
iacca1:31171482
notype1cf:31157160
5fd0e150:31155592
dwcopilot:31170013
stablechunks:31184530

```

</details>

<!-- generated by issue reporter -->","['bug', 'freeze-slow-crash-leak', 'linux', 'file-watcher', 'confirmation-pending']",2024-12-11T22:24:00Z,4,0,https://github.com/microsoft/vscode/issues/235868,Performance Issue
223,microsoft/vscode,Settings editor search quality epic,"The Settings editor search experience is currently lacking for the following reasons:
- Results are often sorted in an unclear order, ref https://github.com/microsoft/vscode/issues/221535
- Typos or inexact strings are not identified
  - ""stickyscrolle"" does not reveal terminal.integrated.stickyScroll.enabled https://github.com/microsoft/vscode/issues/203838
  - ""interactiveEdizor"" does not find interactive editor settings https://github.com/microsoft/vscode/issues/184518
- Some substrings are not identified
  - inlinechat exper does not find inlineChat.experimental.enableZoneToolbar https://github.com/microsoft/vscode/issues/226039
- There is limited to no support for synonyms or related terms
  - ""automatically fetch my changes"" does not find git.autofetch https://github.com/microsoft/vscode/issues/196379
  - ""larger text in the editor"" does not suggest font size or zoom settings
  - ""search box in title bar"" does not find command center settings https://github.com/microsoft/vscode/issues/194240
  - ""do you trust dialog"" does not find settings like ""do you trust prompt"" does https://github.com/microsoft/vscode/issues/194238
  -  ""password"" does not find settings related to authentication https://github.com/microsoft/vscode/issues/99271
  - ""hint"" and ""info"" do not find the editor.hover.enabled setting https://github.com/microsoft/vscode/issues/56902
  - ""intellisense"" and ""completions"" do not find the quick suggestion setting https://github.com/microsoft/vscode/issues/42692
- Irrelevant results show up
  - Searching accessibility.voice.keywordActivation brings up unrelated results https://github.com/microsoft/vscode/issues/204312","['bug', 'settings-editor', 'settings-search']",2024-12-11T18:29:21Z,0,1,https://github.com/microsoft/vscode/issues/235852,Logical Bug
224,microsoft/vscode,"Switching code editor tabs slow in workspace with many tests (~150,000)","<!-- ???? Do Not Delete This! bug_report_template ???? -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- ?? Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions -->
<!-- ?? Search existing issues to avoid creating duplicates. -->
<!-- ?? Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ -->
<!-- ?? Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. -->
<!-- ?? Launch with `code --disable-extensions` to check. -->
Does this issue occur when all extensions are disabled?: No

<!-- ?? If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. -->
<!-- ?? Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. -->
- VS Code Version: 1.95.3
- OS Version: Windows 11 23H2

```
Version: 1.95.3 (system setup)
Commit: f1a4fb101478ce6ec82fe9627c43efbf9e98c813
Date: 2024-11-13T14:50:04.152Z
Electron: 32.2.1
ElectronBuildId: 10427718
Chromium: 128.0.6613.186
Node.js: 20.18.0
V8: 12.8.374.38-electron.0
OS: Windows_NT x64 10.0.22631
```

Steps to Reproduce:

1. Open a vscode workspace with many tests (in my case ~150,000)
2. Wait for the language extension to discover all the tests in the project. In my case this is done by C# Dev Kit, though I doubt this matters.
3. switching between code editor tabs takes a full second for vscode to become responsive again.

I profiled the extension host while it was hanging, which show practically 0% CPU usage.

Next, I profiled the main window. See [Trace-20241211T121347.json](https://github.com/user-attachments/files/18094526/Trace-20241211T121347.json)

The bulk of time is spent in `encodeURIComponentFast` which is triggered by [`testingDecorations.ts`](https://github.com/microsoft/vscode/blob/4fb4fc90310a408a4f5c6216372e634634ae8ea0/src/vs/workbench/contrib/testing/browser/testingDecorations.ts#L517-L526):

![Image](https://github.com/user-attachments/assets/f507c009-c307-41c0-98e3-5aec34ba6421)


Notes:
- This happens on all editors in the window, even on file types not associated with the tests. E.g. switching between Markdown files is slow too. Though, switching to e.g. the ""Settings"" tabs doesn't have this problem, presumably because it isn't a code editor.
- The delay is the same regardless of whether the open file contains any tests or not.
- I have the Test Gutter disabled, so AFAIK, there no need to be computing this information in the first place.
- Observation as someone not familiar with this codebase all: I notice the [code in question](https://github.com/microsoft/vscode/blob/4fb4fc90310a408a4f5c6216372e634634ae8ea0/src/vs/workbench/contrib/testing/browser/testingDecorations.ts#L517-L526) already ""spawns"" an `async` function to prevent blocking. Though, looking at the profile, all `await` points end up being scheduled on the microtask queue of the original `mousedown` event handler, so the UI rendering is blocked anyway.","['bug', 'author-verification-requested', 'testing']",2024-12-11T11:50:13Z,3,0,https://github.com/microsoft/vscode/issues/235819,Performance Issue
225,microsoft/vscode,Highlighted line in terminal moving with resizing the window,"
Type: <b>Bug</b>

When I highlight a line printed in the terminal and then resize the terminal window, the selected line moves up and down along the resizing, changing the selected line. 

VS Code version: Code 1.94.2 (Universal) (384ff7382de624fb94dbaf6da11977bba1ecd427, 2024-10-09T16:08:44.566Z)
OS version: Darwin arm64 23.6.0
Modes:

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|Apple M1 Pro (8 x 2400)|
|GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>video_decode: enabled<br>video_encode: enabled<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled<br>webnn: disabled_off|
|Load (avg)|3, 3, 3|
|Memory (System)|16.00GB (0.05GB free)|
|Process Argv|--crash-reporter-id 4f2899d4-95f0-49d7-9a3b-f8229a52caf2|
|Screen Reader|no|
|VM|0%|
</details><details><summary>Extensions (21)</summary>

Extension|Author (truncated)|Version
---|---|---
csdevkit|ms-|1.14.14
csharp|ms-|2.55.29
vscode-dotnet-runtime|ms-|2.2.3
debugpy|ms-|2024.12.0
python|ms-|2024.20.0
vscode-pylance|ms-|2024.12.1
jupyter|ms-|2024.9.1
jupyter-keymap|ms-|1.1.2
jupyter-renderers|ms-|1.0.19
vscode-jupyter-cell-tags|ms-|0.1.9
vscode-jupyter-slideshow|ms-|0.1.6
fabric8-analytics|red|0.9.5
java|red|1.37.0
intellicode-api-usage-examples|Vis|0.2.9
vscodeintellicode|Vis|1.3.2
vscode-gradle|vsc|3.16.4
vscode-java-debug|vsc|0.58.1
vscode-java-dependency|vsc|0.24.1
vscode-java-pack|vsc|0.29.0
vscode-java-test|vsc|0.43.0
vscode-maven|vsc|0.44.0


</details><details>
<summary>A/B Experiments</summary>

```
vsliv368:30146709
vspor879:30202332
vspor708:30202333
vspor363:30204092
vscod805cf:30301675
binariesv615:30325510
vsaa593:30376534
py29gd2263:31024239
c4g48928:30535728
azure-dev_surveyone:30548225
962ge761:30959799
pythonnoceb:30805159
asynctok:30898717
pythonmypyd1:30879173
h48ei257:31000450
pythontbext0:30879054
cppperfnew:31000557
dsvsc020:30976470
pythonait:31006305
dsvsc021:30996838
945dj816:31013170
dvdeprecation:31068756
dwnewjupytercf:31046870
nativerepl1:31139838
pythonrstrctxt:31112756
cf971741:31144450
iacca1:31171482
notype1:31157159
5fd0e150:31155592
dwcopilot:31170013
stablechunks:31184530

```

</details>

<!-- generated by issue reporter -->","['bug', 'confirmed', 'terminal-rendering']",2024-12-11T11:30:42Z,2,0,https://github.com/microsoft/vscode/issues/235816,Logical Bug
226,microsoft/vscode,"3 monitor setup, settings dropdown not readable on fullscreen","<!-- ???? Do Not Delete This! bug_report_template ???? -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- ?? Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions -->
<!-- ?? Search existing issues to avoid creating duplicates. -->
<!-- ?? Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ -->
<!-- ?? Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. -->
<!-- ?? Launch with `code --disable-extensions` to check. -->
Does this issue occur when all extensions are disabled?: Yes

<!-- ?? If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. -->
<!-- ?? Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. -->
- VS Code Version: 
- OS Version: Windows 11 24H2

Steps to Reproduce:

Open VSCode on 3 monitor setup, and click on gear icon top right if the VSCode opened in full screen.


On 3 monitor setup, using the VSCode, on right top gear icon, if I click its open the menu to the right from gear icon, and only can see the dropdowns 1/4.
The menu not appear on the right screen, its cropped down in middle screen.
![Image](https://github.com/user-attachments/assets/02d22a6f-7d2e-48f8-9df8-b6d718425cd3)
(The image is top right part of the screen of middle, the dark is background with some stars of the right monitors top left.)

This is the windowed view:
![Image](https://github.com/user-attachments/assets/69c0b31d-3e74-45f9-aacb-3c548050fd38)
(As you can see some apps under is set to fullscreen, you can see the X of it, the VSCode windows going trough middle to right screen, and the dropdown open to the right place, not like in fullscreen mode)","['bug', 'menus', 'confirmation-pending']",2024-12-11T09:02:07Z,0,0,https://github.com/microsoft/vscode/issues/235800,UI/UX Bug
227,microsoft/vscode,Report issue fails with HTTP 401,"# Behaviour

After running the ""Python: Report Issue..."" command and filling everything out, the ""Create on GitHub"" button appears to do nothing.

The extension is making a request using `Authorization: Bearer gho_xxx` and gets a HTTP 401 ""Bad credentials"" response from the GitHub API.

## Steps to reproduce:

1. Follow https://github.com/microsoft/vscode-python/wiki/Reporting-a-bug#the-extension-loads or https://github.com/microsoft/vscode-python/wiki/Reporting-a-bug#the-extension-wont-even-start
2. Press ""Create on GitHub""
3. Toggle Developer Tools and check the console logs and network requests

# Diagnostic data

No relevant output for `Python` in the `Output` panel","['bug', 'issue-reporter']",2024-12-11T03:57:15Z,3,0,https://github.com/microsoft/vscode/issues/235801,Security Vulnerability
228,microsoft/vscode,Terminal toggle size to content width lacks horizontal scroll bar,"Repro:

1. `ls`
2. Size terminal narrow so lines wrap
3. Press alt+z

  ![Image](https://github.com/user-attachments/assets/1ea1f958-7356-4965-bc51-6fbefde976ac)
5. shift+wheel down

  ![Image](https://github.com/user-attachments/assets/cebaefbf-d0fd-4480-8d82-5a2c18720846)

?? there's no horizontal scroll bar (vertical scroll bar position is tracked in https://github.com/microsoft/vscode/issues/235776)","['bug', 'terminal-layout']",2024-12-10T20:49:44Z,2,0,https://github.com/microsoft/vscode/issues/235777,Logical Bug
229,microsoft/vscode,Terminal toggle size to content width vertical scroll bar is in wrong position,"Repro:

1. `ls`
2. Size terminal narrow so lines wrap
3. Press alt+z

  ![Image](https://github.com/user-attachments/assets/1ea1f958-7356-4965-bc51-6fbefde976ac)
5. shift+wheel down

  ![Image](https://github.com/user-attachments/assets/cebaefbf-d0fd-4480-8d82-5a2c18720846)
","['bug', 'terminal-layout']",2024-12-10T20:48:53Z,1,0,https://github.com/microsoft/vscode/issues/235776,UI/UX Bug
230,microsoft/vscode,js-debug terminal icon surrounded by $() in Settings editor,"Testing https://github.com/microsoft/vscode/issues/123790

![js-debug terminal icon shows up as ladybug wrapped with text](https://github.com/user-attachments/assets/880b2895-00c8-47b8-9803-2f63c88e4e5b)

I have two js-debug options because I seem to have both stable and nightly, but they both have improper icons.","['bug', 'settings-editor']",2024-12-10T18:13:45Z,2,0,https://github.com/microsoft/vscode/issues/235755,UI/UX Bug
231,microsoft/vscode,Unable to resize window on wayland when native titlebar used,"<!-- ???? Do Not Delete This! bug_report_template ???? -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- ?? Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions -->
<!-- ?? Search existing issues to avoid creating duplicates. -->
<!-- ?? Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ -->
<!-- ?? Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. -->
<!-- ?? Launch with `code --disable-extensions` to check. -->
Does this issue occur when all extensions are disabled?: Yes

<!-- ?? If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. -->
<!-- ?? Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. -->
- VS Code Version: 1.95.3 (Commit: f1a4fb101478ce6ec82fe9627c43efbf9e98c813)
- OS Version: Linux x64 6.11.10-200.fc40.x86_64 (Fedora Workstation 41)

Also tested on insiders build

- VS Code Version: 1.96.0-insider (Commit: 475acb4b9bdd77d4204224990bf288ed5bfe6b0e)
- OS Version: the same

Steps to Reproduce:

1. Change TitleBar style to `native`;
2. Start VS Code with command `code --ozone-platform=wayland`. With or without options `--ozone-platform-hint` and `--enable-features` it does not matter;
3. Try to resize window with mouse;
4. You don't see any changes in cursor appearance when pointer close to application window edge or right above the edge.

The only ways to change window size are

1. Double click on titlebar to maximize window;
2. By calling `window.resizeTo(w, h);` from developer tools.","['bug', 'upstream', 'electron', 'wayland']",2024-12-10T17:42:30Z,4,0,https://github.com/microsoft/vscode/issues/235751,Logical Bug
232,microsoft/vscode,Editor over cuts off markdown content in backticks when it exceeds the length of the line,"![Image](https://github.com/user-attachments/assets/34f7d7ef-af2d-4ab9-9489-9a483e5eebc9)

Expanded:

![Image](https://github.com/user-attachments/assets/f1961ec9-0a7f-4ad5-ba6b-02876a1f1a18)

Can we tweak `whitespace` for this?
","['bug', 'editor-hover']",2024-12-10T15:06:08Z,0,0,https://github.com/microsoft/vscode/issues/235735,UI/UX Bug
233,microsoft/vscode,Statusbar has strange theme defaults,"In default dark, you get a nice hover feedback:

![Image](https://github.com/user-attachments/assets/c1ebf921-97a2-4047-8acc-4716a3eca4cf)

Even for prominent items:

![Image](https://github.com/user-attachments/assets/b9e91ae7-fcde-4496-8ef9-900437363400)

In default light theme, there is no hover feedback at all?

![Image](https://github.com/user-attachments/assets/42ea5c11-cf00-4698-aa1f-e03d1ba4f95a)

In high contrast themes, should we be using background color at all for prominent or other indicators?

![Image](https://github.com/user-attachments/assets/8af9b3d4-55f2-42d4-8c9b-a6861b40d5c9)

Because we do not in dark high contrast.","['bug', 'ux', 'workbench-status']",2024-12-10T10:31:00Z,1,0,https://github.com/microsoft/vscode/issues/235718,Logical Bug
234,microsoft/vscode,Chat Widget does not follow display language changes correctly,"<!-- ???? Do Not Delete This! bug_report_template ???? -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- ?? Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions -->
<!-- ?? Search existing issues to avoid creating duplicates. -->
<!-- ?? Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ -->
<!-- ?? Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. -->
<!-- ?? Launch with `code --disable-extensions` to check. -->
Does this issue occur when all extensions are disabled?: Yes

<!-- ?? If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. -->
<!-- ?? Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. -->
- VS Code Version: 1.95.3 (Universal)
- OS Version: macOS 15.1.1 (24B91)

Steps to Reproduce:

1. Open the Copilot Chat side panel.
2. Change VSCode language via `Configure Display Language` command. Confirm `Restart` button.
3. VScode restarts and successfully switches to new language. Copilot Chat still displaying with old language.
4. Reload VSCode via `Developer: Reload Window` command. (This step must be performed after Copilot Chat has finished initializing.)
5. Copilot Chat switches to new language successfully.

P.S. `renderWelcomeViewContentIfNeeded` cache is likely the culprit. It is called before `viewModel` exists.

https://github.com/microsoft/vscode/blob/05fd1308240072efb09749954fd478221fd01d55/src/vs/workbench/contrib/chat/browser/chatWidget.ts#L563-L582


","['bug', 'chat']",2024-12-10T05:41:03Z,0,0,https://github.com/microsoft/vscode/issues/235700,Logical Bug
