issue_number,repository,title,description,labels,created_at,comments,reactions,url,
116,facebook/react,[DevTools Bug]: react-devtools depends on vulnerable versions of electron and got,"### Website or app

https://github.com/facebook/react/blob/main/packages/react-devtools/package.json

### Repro steps

electron 23.3.13 has a vulnarability, should be updated to 24+, see links below

```
# npm audit report

electron  23.0.0-alpha.1 - 23.3.13
Severity: moderate
ASAR Integrity bypass via filetype confusion in electron - https://github.com/advisories/GHSA-7m48-wc93-9g85
fix available via `npm audit fix --force`
Will install react-devtools@4.27.2, which is a breaking change
node_modules/electron
  react-devtools  >=2.1.8
  Depends on vulnerable versions of electron
  Depends on vulnerable versions of update-notifier
  node_modules/react-devtools
```

Also the used update-notifier relies on a version of got that has vulnerabilities
```
got  <11.8.5
Severity: moderate
Got allows a redirect to a UNIX socket - https://github.com/advisories/GHSA-pfrx-2q88-qq97
fix available via `npm audit fix --force`
Will install react-devtools@4.27.2, which is a breaking change
node_modules/package-json/node_modules/got
  package-json  <=6.5.0
  Depends on vulnerable versions of got
  node_modules/package-json
    latest-version  0.2.0 - 5.1.0
    Depends on vulnerable versions of package-json
    node_modules/latest-version
      update-notifier  0.2.0 - 5.1.0
      Depends on vulnerable versions of latest-version
      node_modules/update-notifier
```

### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2024-01-23T12:56:37Z,3,2,https://github.com/facebook/react/issues/28058,Dependency Issue
117,facebook/react,[DevTools Bug]: `sayHelloToBackendManager` continuously and pointlessly polls on every page,"### Website or app

(all sites)

### Repro steps

From any page:

```js
const printMessage = (event) => {console.log(event)};
window.addEventListener('message', printMessage);
```

Since there isn't a place to actually describe the bug, i'll put it here:
`sayHelloToBackendManager` is set to poll here until `backendInitialized` is `true`: https://github.com/facebook/react/blob/b3003047101b4c7a643788a8faf576f7e370fb45/packages/react-devtools-extensions/src/contentScripts/proxy.js#L17-L23

The polling message has a source `react-devtools-content-script`: https://github.com/facebook/react/blob/b3003047101b4c7a643788a8faf576f7e370fb45/packages/react-devtools-extensions/src/contentScripts/proxy.js#L41

The switch to set `backendInitialized = true` checks for the message source `react-devtools-bridge`: https://github.com/facebook/react/blob/b3003047101b4c7a643788a8faf576f7e370fb45/packages/react-devtools-extensions/src/contentScripts/proxy.js#L65-L66

the `react-devtools-bridge` sourced message is sent from the backend by whatever invokes this: https://github.com/facebook/react/blob/b3003047101b4c7a643788a8faf576f7e370fb45/packages/react-devtools-extensions/src/contentScripts/backendManager.js#L127

but the `handleMessageFromPage` function returns if the `event.source` isn't the `window` object of the page. Presumably the backend does not have the same window object as the page, or else using `postMessage()` would be pointless: https://github.com/facebook/react/blob/b3003047101b4c7a643788a8faf576f7e370fb45/packages/react-devtools-extensions/src/contentScripts/proxy.js#L59

The `'react-devtools-bridge'` message never flips `backendInitialized = true`, so the polling never terminates.

This is causing the bitwarden ppl to get a decent amount of heat, and it's actually devtools causing the problem - https://github.com/bitwarden/clients/issues/7575



### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2024-01-18T21:41:56Z,4,1,https://github.com/facebook/react/issues/27992,Logical Bug
118,facebook/react,[DevTools Bug]: Source map error: URL: react_devtools_backend_compact.js.map,"### Website or app

https://github.com/avenida714/alec-synth/blob/dccf984d89ae44558c70ff93dfa03b1227d5df5b/src/App.jsx#L63-L64C17

Link found on the vite getting started page: https://stackblitz.com/edit/vitejs-vite-zff6zx?file=src%2FApp.jsx&terminal=dev

### Repro steps

?? This is not my code (not public) ??. While I searched for this error I stumble upon this repo. I had this issue when adding the plugin for first time.

1. Open the website
2. Open console
3. See the error

### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2024-01-15T13:25:29Z,6,4,https://github.com/facebook/react/issues/27938,Dependency Issue
119,facebook/react,Bug: [React Refresh] Unexpected behavior when adding/removing elements prior to uncontrolled inputs,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version: 18.2.0

## Steps To Reproduce


https://github.com/facebook/react/assets/54008264/94e69206-48a1-4064-a89c-583aadcd8269



1. https://stackblitz.com/edit/vitejs-vite-cswk6t?file=src%2FApp.tsx
2. Enter 1, 2, 3, and 4 respectively in each textbox
3. Comment and uncomment the `<br />` and save


```tsx
function App() {
  return (
    <>
      <div>
        {/* COMMENT AND UNCOMMENT THIS BR AND SAVE */}
        <br />
        <input type=""text"" />
        <input type=""text"" />
        <input type=""text"" />
        <input type=""text"" />
      </div>
    </>
  );
}

export default App;
```

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

https://stackblitz.com/edit/vitejs-vite-cswk6t?file=src%2FApp.tsx

## The current behavior

Uncontrolled inputs' values are not synced correctly. (I tested with controlled inputs, and it worked properly.)
I verified that this bug exists in Safari (Version 17.1 (19616.2.9.11.7)) and Chrome (120.0.6099.199).
Tried in both Vite and Next.js, so I'm fairly certain it's a react refresh issue.

```
""@vitejs/plugin-react"": ""^4.2.1"",
""next"": ""^14.0.3"",
```

## The expected behavior

Each input should keep its own value.","['Type: Bug', 'Component: Fast Refresh']",2024-01-13T07:36:53Z,7,0,https://github.com/facebook/react/issues/27933,Logical Bug
120,facebook/react,Bug: `undefined` within props is not faithfully deserialized from RSC payload,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version: `18.3.0-canary-0cdfef19b-20231211`

Related issues: https://github.com/facebook/react/issues/25687

## Steps To Reproduce

Object variant: 
1. Pass a `prop={{ x: undefined }}`  from a server component to a client component

Array variant: 
1. Pass a `prop={[0, undefined, 2]}`  from a server component to a client component


<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

https://codesandbox.io/p/devbox/compassionate-benz-rj9dct

## The current behavior

Object properties that are `undefined` aren't present in the deserialized object, and arrays end up with empty slots instead:
```
{ x: undefined }     ->  {}
[ 0, undefined, 2 ]  ->  [ 0, <1 empty item>, 2 ]
```

## The expected behavior

If a property or array item is `undefined`, it should be deserialized as such. Object keys should remain present (with a value of `undefined`), and arrays shouldn't have empty slots.

Object properties aren't _that_ big of a deal, although a key being present (but undefined) may have some semantic meaning in the user's data model, so it's still not ideal. But empty slots behave in very surprising ways with e.g. `.map()`:

```js
> [0,,2].map((x) => x ?? 'default')
[ 0, <1 empty item>, 2 ]

> [0,undefined,2].map((x) => x ?? 'default')
[ 0, 'default', 2 ]
```

this is likely to bite anyone who maps over an array in order to display something, which is common in react.","['Type: Bug', 'Component: Flight']",2024-01-02T20:13:02Z,8,4,https://github.com/facebook/react/issues/27872,Logical Bug
121,facebook/react,[DevTools Bug]: Excessive CPU Usage,"### Website or app

Happens even after all tabs are closed

### Repro steps

I don't have clear repro steps yet. Occasionally I will notice that Chrome is using 170%-200% CPU. I close *all* my tabs, and it continues. Then I open the extensions management page and disable react devtools. This immediately fixes the problem. Re-enabling the extension does not re-engage the high cpu issue.

### How often does this bug happen?

Sometimes

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2023-12-04T21:26:04Z,5,0,https://github.com/facebook/react/issues/27791,Performance Issue
122,facebook/react,[DevTools Bug]: Extension breaks PRTG web interface,"### Website or app

presumably any PRTG installation

### Repro steps

Try to load PRTG in Firefox. Note many tabs won't load properly, browser console network panel will show NS_BINDING_ABORTED errors coming from jQuery.

Not sure what the actual problem is, but disabling React Developer Tools lets all those pages load successfully with no errors reported in the console.

It would be cool if I could tell React Developer Tools to NEVER load on certain pages, but it doesn't look like that's an option.

### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2023-11-30T14:48:38Z,2,1,https://github.com/facebook/react/issues/27764,Runtime Error
123,facebook/react,[DevTools Bug]: Cannot read properties of undefined (reading 'toLowerCase'),"### Website or app

React app in development phase

### Repro steps

<img width=""1067"" alt=""image"" src=""https://github.com/facebook/react/assets/57346455/7b4b06c1-37f8-4edb-b67e-c816e983c441"">

Occurs when you click on a component on the Component tab.
Recently, I worked on replacing it with react-hot-loader -> react-refresh.
The above error has occurred since the react-refresh application.
No error occurs when react-refresh is removed from the webpack.
The react-refresh is set the same as the official document.


### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

4.28.5

### Error message (automated)

Cannot read properties of undefined (reading 'toLowerCase')

### Error call stack (automated)

```text
utils.js:626 Uncaught TypeError: Cannot read properties of undefined (reading 'toLowerCase')
    at formatDataForPreview (utils.js:626:1)
    at dehydrate (hydration.js:83:1)
    at cleanForBridge (utils.js:26:1)
    at Object.inspectElement (renderer.js:3356:1)
    at agent.js:175:1
    at Bridge.emit (events.js:37:1)
    at bridge.js:136:1
    at listener (backendManager.js:1:25284)
```


### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2023-11-30T05:56:38Z,2,0,https://github.com/facebook/react/issues/27762,Dependency Issue
124,facebook/react,"[DevTools Feature Request]: Full support for RSC server elements (component tree, props, inspect)","### Website or app

All Next.js 13/14 Apps

### Repro steps

RSC elements created on the server and sent over the network are not supported by React DevTools. Both `_debugOwner` and `_debugSource` are `null`, which breaks the component tree, props view, and the inspect feature.

According to this thread, https://twitter.com/alvarlagerlof/status/1716927277295120429, it's been considered, but no concrete plans yet.

From the official [server components RFC](https://github.com/reactjs/rfcs/blob/main/text/0188-server-components.md#open-areas-of-research):

![image](https://github.com/facebook/react/assets/15837712/62cd61f3-38b8-481d-b47c-308ff2a82bc5)


### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2023-11-29T09:17:59Z,1,0,https://github.com/facebook/react/issues/27758,Dependency Issue
125,facebook/react,[DevTools Bug]: Extension not loading for local files in Electron since 4.27.5,"### Website or app

local file (index.html)

### Repro steps

Try to load the React Devtools in an Electron app (latest 27.1.2) which uses a local file to load.

Electron now properly supports loading manifest V3 extension, but there is a problem when loading a local file to the main window.
Context: https://github.com/electron/electron/issues/36545#issuecomment-1825481015

Only workaround is to programatically close the application and re-create the window.
On some systems (Windows?) it seems plenty to just load the extension twice, but on my macOS, this does not work..

I traced the commit breaking this is: https://github.com/facebook/react/pull/26492
So v4.27.4 works fine, but the next release (and onwards) 4.27.5 suffer from this issue.

### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2023-11-27T09:33:31Z,4,2,https://github.com/facebook/react/issues/27749,Dependency Issue
126,facebook/react,"[DevTools Bug] Cannot add node ""1590"" because a node with that id is already in the Store.","### Website or app

https://editor.wix.com/html/editor/web/renderer/edit/1e14587f-a72d-4b5f-866d-f00b1ede1959?metaSiteId=e0eb6e2b-eb02-4e61-8c27-b28c38ce72f9

### Repro steps

Just open web and error show

### How often does this bug happen?

Every time

### DevTools package (automated)

react-devtools-extensions

### DevTools version (automated)

4.28.5-ef8a840bd

### Error message (automated)

Cannot add node ""1590"" because a node with that id is already in the Store.

### Error call stack (automated)

```text
at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1125187
    at A.emit (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1095954)
    at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1097642
    at bridgeListener (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1495532)
```


### Error component stack (automated)

_No response_

### GitHub query string (automated)

```text
https://api.github.com/search/issues?q=Cannot add node  because a node with that id is already in the Store. in:title is:issue is:open is:public label:""Component: Developer Tools"" repo:facebook/react
```
","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2023-11-20T07:58:56Z,15,10,https://github.com/facebook/react/issues/27728,Logical Bug
127,facebook/react,[DevTools Bug]: hook parsing fails while using functional component + redux or alternative,"### Website or app

https://github.com/reduxjs/redux-templates/tree/master/packages/cra-template-redux-typescript

### Repro steps

Before the step-by-step approach, please note, this is not specific to the cra-template-redux-typescript repo mentioned above, nor to redux itself, as it can be easily reproduced by integrating redux (or even other alternative, like zustand) to any react-based project where you use functional components together with hooks.

1. set up a bare template repo: `npx create-react-app my-app --template redux-typescript`
2. cd my-app
3. npm start
4. Observe the `Counter` component in devtools -> notice hook parsing failed.
5. go to `src/features/counter/Counter.tsx` and stub out the two lines which wire redux into the component (easier to stub out than to delete them and all reference in the JSX):
```typescript
// const count = useAppSelector(selectCount);  // stubbed out
// const dispatch = useAppDispatch();          // stubbed out
const count = 1;
const dispatch = (x:any) => null;
```
6. save & reload (or let HMR do it)
7. Observe the `Counter` component in devtools -> notice hook parsing works properly.

### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2023-11-17T19:44:51Z,1,1,https://github.com/facebook/react/issues/27724,Dependency Issue
128,facebook/react,[DevTools Bug]: Hide logs during second render in Strict Mode not working,"### Website or app

https://codesandbox.io/p/sandbox/sharp-cache-627m6x?layout=%257B%2522sidebarPanel%2522%253A%2522EXPLORER%2522%252C%2522rootPanelGroup%2522%253A%257B%2522direction%2522%253A%2522horizontal%2522%252C%2522contentType%2522%253A%2522UNKNOWN%2522%252C%2522type%2522%253A%2522PANEL_GROUP%2522%252C%2522id%2522%253A%2522ROOT_LAYOUT%2522%252C%2522panels%2522%253A%255B%257B%2522type%2522%253A%2522PANEL_GROUP%2522%252C%2522contentType%2522%253A%2522UNKNOWN%2522%252C%2522direction%2522%253A%2522vertical%2522%252C%2522id%2522%253A%2522clozd8em0000a356itqsl0kki%2522%252C%2522sizes%2522%253A%255B70%252C30%255D%252C%2522panels%2522%253A%255B%257B%2522type%2522%253A%2522PANEL_GROUP%2522%252C%2522contentType%2522%253A%2522EDITOR%2522%252C%2522direction%2522%253A%2522horizontal%2522%252C%2522id%2522%253A%2522EDITOR%2522%252C%2522panels%2522%253A%255B%257B%2522type%2522%253A%2522PANEL%2522%252C%2522contentType%2522%253A%2522EDITOR%2522%252C%2522id%2522%253A%2522clozd8elz0003356ivqwmdxyv%2522%257D%255D%252C%2522sizes%2522%253A%255B100%255D%257D%252C%257B%2522type%2522%253A%2522PANEL_GROUP%2522%252C%2522contentType%2522%253A%2522SHELLS%2522%252C%2522direction%2522%253A%2522horizontal%2522%252C%2522id%2522%253A%2522SHELLS%2522%252C%2522panels%2522%253A%255B%257B%2522type%2522%253A%2522PANEL%2522%252C%2522contentType%2522%253A%2522SHELLS%2522%252C%2522id%2522%253A%2522clozd8elz0007356ijh3woekp%2522%257D%255D%252C%2522sizes%2522%253A%255B100%255D%257D%255D%257D%252C%257B%2522type%2522%253A%2522PANEL_GROUP%2522%252C%2522contentType%2522%253A%2522DEVTOOLS%2522%252C%2522direction%2522%253A%2522vertical%2522%252C%2522id%2522%253A%2522DEVTOOLS%2522%252C%2522panels%2522%253A%255B%257B%2522type%2522%253A%2522PANEL%2522%252C%2522contentType%2522%253A%2522DEVTOOLS%2522%252C%2522id%2522%253A%2522clozd8elz0009356ielu54js9%2522%257D%255D%252C%2522sizes%2522%253A%255B100%255D%257D%255D%252C%2522sizes%2522%253A%255B50%252C50%255D%257D%252C%2522tabbedPanels%2522%253A%257B%2522clozd8elz0003356ivqwmdxyv%2522%253A%257B%2522id%2522%253A%2522clozd8elz0003356ivqwmdxyv%2522%252C%2522activeTabId%2522%253A%2522clozd92m7006s356idh5hwnfk%2522%252C%2522tabs%2522%253A%255B%257B%2522id%2522%253A%2522clozd8ely0002356ikf2d5bsz%2522%252C%2522mode%2522%253A%2522permanent%2522%252C%2522type%2522%253A%2522FILE%2522%252C%2522filepath%2522%253A%2522%252FREADME.md%2522%257D%252C%257B%2522type%2522%253A%2522FILE%2522%252C%2522filepath%2522%253A%2522%252Fsrc%252FApp.tsx%2522%252C%2522id%2522%253A%2522clozd92m7006s356idh5hwnfk%2522%252C%2522mode%2522%253A%2522permanent%2522%252C%2522state%2522%253A%2522IDLE%2522%257D%255D%257D%252C%2522clozd8elz0009356ielu54js9%2522%253A%257B%2522tabs%2522%253A%255B%257B%2522id%2522%253A%2522clozd8elz0008356i67rphcjv%2522%252C%2522mode%2522%253A%2522permanent%2522%252C%2522type%2522%253A%2522TASK_PORT%2522%252C%2522taskId%2522%253A%2522dev%2522%252C%2522port%2522%253A5173%252C%2522path%2522%253A%2522%252F%2522%257D%255D%252C%2522id%2522%253A%2522clozd8elz0009356ielu54js9%2522%252C%2522activeTabId%2522%253A%2522clozd8elz0008356i67rphcjv%2522%257D%252C%2522clozd8elz0007356ijh3woekp%2522%253A%257B%2522tabs%2522%253A%255B%257B%2522id%2522%253A%2522clozd8elz0004356ilbgf4wub%2522%252C%2522mode%2522%253A%2522permanent%2522%252C%2522type%2522%253A%2522TASK_LOG%2522%252C%2522taskId%2522%253A%2522dev%2522%257D%252C%257B%2522id%2522%253A%2522clozd8elz0005356inhy8tftq%2522%252C%2522mode%2522%253A%2522permanent%2522%252C%2522type%2522%253A%2522TASK_LOG%2522%252C%2522taskId%2522%253A%2522build%2522%257D%252C%257B%2522id%2522%253A%2522clozd8elz0006356iz11synx2%2522%252C%2522mode%2522%253A%2522permanent%2522%252C%2522type%2522%253A%2522TASK_LOG%2522%252C%2522taskId%2522%253A%2522preview%2522%257D%255D%252C%2522id%2522%253A%2522clozd8elz0007356ijh3woekp%2522%252C%2522activeTabId%2522%253A%2522clozd8elz0004356ilbgf4wub%2522%257D%257D%252C%2522showDevtools%2522%253Atrue%252C%2522showShells%2522%253Atrue%252C%2522showSidebar%2522%253Atrue%252C%2522sidebarPanelSize%2522%253A15%257D

### Repro steps

check console logs while turning on the 'hide logs during the second render in Strict Mode' in react dev tools. it's console logging 'rendering' twice

### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2023-11-15T06:18:55Z,11,2,https://github.com/facebook/react/issues/27705,Logical Bug
129,facebook/react,Bug: useSyncExternalStore does not schedule update after mutation,"Here is a Replay recording with comments:
https://app.replay.io/recording/318114a4-3102-4732-ad1b-cb63b9c0ac22

I think the comments I've added show the following scenario:
1. A React component (`Subscriber`) uses `useSyncExternalStore` to read from a mutable store.
2. The Activity subtree containing `Subscriber` is hidden, and React unsubscribes from the store.
3. An update is scheduled to show the hidden subtree again and the `Subscriber` component re-renders (with memoized state).
4. A parent component mutates the store in a layout effect. (The `Subscriber` component is not yet listening and so it does not re-render to reflect the updated store value.)
6. React re-subscribes the `Subscriber` component (`useSyncExternalStore`) but it has already missed the mutation **and React does not check for a changed snapshot value**.

We originally observed this behavior in Replay itself but I was able to reduce it to the following simplified case:
https://codesandbox.io/s/inspiring-bird-m4wv5l

I've added comments to the Replay, including ones that bracket the problematic `commitRoot`. Here's a short Loom as well talking through the bug:
https://www.loom.com/share/2584cad5b4c44e6bba396ff8cf79db1d

I _think_ an application could work around this issue in a couple of ways:
* Only mutate stores in passive effects. (This may cause visible layout shift though so it seems bad.)
* Mutable store users should avoid memoized `getSnapshot` and `subscribe` functions. (This would schedule some unnecessary effects work which is probably nice to avoid but maybe acceptable.)
* **Store subscribe methods should always invoke the `callback` React passes.** (This would cause a lot of unnecessary `Object.is` comparisons but that's probably an acceptable cost.)

I think the third option above seems best, but needing to do that feels like a foot gun for the API. Thoughts?

cc @acdlite, @sebmarkbage in case you find this interesting.",['Type: Bug'],2023-11-08T15:52:50Z,14,1,https://github.com/facebook/react/issues/27670,Logical Bug
130,facebook/react,Bug: eslint-plugin-react-hooks: Incorrect dependency requirement when using `typeof` on nested data structures,"This issue seems related to #18828, but it's not identical. Using `typeof` on a primitive value seems to work as expected, but it fails for nested property access.

Version: `eslint-plugin-react-hooks@4.6.0`


## Steps To Reproduce

```tsx
import { useEffect, useState } from ""react"";

const Dummy = () => {
    const [foo, setFoo] = useState<{ bar: number }>({ bar: 42 });

    useEffect(() => {
        const square = (x: typeof foo.bar) => x * x;
        setFoo((previous) => ({ ...previous, bar: square(previous.bar) }));
    }, []);
};
```


## The current behavior

This effect clearly doesn't have external (value) dependencies, but I get this:

> ESLint: React Hook useEffect has a missing dependency: 'foo'. Either include it or remove the dependency array. (react-hooks/exhaustive-deps)


## The expected behavior

Using `typeof` never leads to a dependency requirement, just like in this example doesn't:

```tsx
import { useEffect, useState } from ""react"";

const Dummy = () => {
    const [bar, setBar] = useState<number>(42);

    useEffect(() => {
        const square = (x: typeof bar) => x * x;
        setBar(square);
    }, []);
};
```","['Type: Bug', 'Component: ESLint Rules']",2023-09-05T12:53:45Z,7,0,https://github.com/facebook/react/issues/27335,Dependency Issue
131,facebook/react,[DevTools Bug]: react-hooks/rules-of-hooks does not report error for function starting with _,"### Website or app

https://codesandbox.io/p/sandbox/quizzical-shirley-9y2txs

### Repro steps

Using ESLint rule `react-hooks/rules-of-hooks` with the following code, I would expect it to report errors for invalid usage of hooks. It does not report anything though unless I change `_isEnabled` to `isEnabled`.

```js
const useFeatureEnabled = () => {
  const enabled = useEnabled();
  const isEnabled = enabled && _isEnabled();
  return { featureEnabled: isEnabled };
};

const _isEnabled = () => {
  const { settingEnabled } = useSettings();
  return settingEnabled;
};


// From https://github.com/facebook/react/blob/a20eea25197df0da80104917df414747eeab1ac9/packages/eslint-plugin-react-hooks/__tests__/ESLintRulesOfHooks-test.js#L716
// These are neither functions nor hooks.
function _normalFunctionWithHook() {
  useHookInsideNormalFunction();
}
function _useNotAHook() {
  useHookInsideNormalFunction();
}
```

### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2023-08-10T21:49:58Z,2,0,https://github.com/facebook/react/issues/27211,Logical Bug
132,facebook/react,"[DevTools Bug] Node ""24"" was removed before its children.","### Website or app

https://super-visa-insurance.netlify.app/

### Repro steps

I'm Facing an Issue in my Nextjs 13.4.12  project, main tag is automatically removed in from the page. 
Before this I changed my zustand store with react-query for caching results, but I reverted these changes because I was facing this issue, but after reverting I still face this issue


### How often does this bug happen?

Sometimes

### DevTools package (automated)

react-devtools-extensions

### DevTools version (automated)

4.28.0-035a41c4e

### Error message (automated)

Node ""24"" was removed before its children.

### Error call stack (automated)

```text
at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:28315:43
    at Bridge.emit (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:24827:22)
    at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:24996:14
    at listener (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:57406:39)
```


### Error component stack (automated)

_No response_

### GitHub query string (automated)

```text
https://api.github.com/search/issues?q=Node  was removed before its children. in:title is:issue is:open is:public label:""Component: Developer Tools"" repo:facebook/react
```
","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2023-08-04T06:23:24Z,2,2,https://github.com/facebook/react/issues/27186,Dependency Issue
133,facebook/react,"[DevTools Bug] Cannot add node ""1"" because a node with that id is already in the Store.","### Website or app

running react app

### Repro steps

i just made a basic portfolio app on react app and suddenly this bug showed up, and i cant seem to access the localhost link in any browser beside Firefox

### How often does this bug happen?

Often

### DevTools package (automated)

react-devtools-extensions

### DevTools version (automated)

4.27.8-2468a8735

### Error message (automated)

Cannot add node ""1"" because a node with that id is already in the Store.

### Error call stack (automated)

```text
emit@moz-extension://961fb755-5a59-4c1c-943c-029f7cf6279b/build/main.js:27059:22
bridge_Bridge/this._wallUnlisten<@moz-extension://961fb755-5a59-4c1c-943c-029f7cf6279b/build/main.js:27228:14
listener@moz-extension://961fb755-5a59-4c1c-943c-029f7cf6279b/build/main.js:57497:41
```


### Error component stack (automated)

_No response_

### GitHub query string (automated)

```text
https://api.github.com/search/issues?q=Cannot add node  because a node with that id is already in the Store. in:title is:issue is:open is:public label:""Component: Developer Tools"" repo:facebook/react
```
","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2023-08-03T20:36:23Z,13,18,https://github.com/facebook/react/issues/27185,Logical Bug
134,facebook/react,"[DevTools Bug]: shows ""This page doesn't appear to be using React"" for every react website on Firefox 115.0.2","### Website or app

all of them and also localhost. https://react.dev/ for example

### Repro steps

1. open any website made with React
2. Click on the extension icon

OS:
Windows 10

Browser:
Firefox 115.0.2 (64-bit)

DevTools:
4.27.8



### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_","['Type: Bug', 'Status: Unconfirmed', 'Resolution: Needs More Information', 'Component: Developer Tools']",2023-07-27T06:49:02Z,17,0,https://github.com/facebook/react/issues/27158,UI/UX Bug
